"state_reported","office_name_reported","landing_site_reported","year_reported","month_reported","receipt_date_reported","period_start_reported","period_end_reported","eu_rnpa_reported","eu_name_reported","vessel_rnpa_reported","vessel_name_reported","fleet_reported","aquaculture_reported","est_aquaculture_production","est_sector","taxa_group_reported","est_taxa_group","taxa_name_reported","clean_taxa_name","common_name_clean","scientific_name_reported","est_Major_Functional_Group","landed_weight_reported","live_weight_reported","est_weight_kg","value_reported"
"SONORA","GUAYMAS","GUAYMAS",2016,3,2016-03-01,NA,2016-02-28,"2604010781","PESQUERA CONCOR, S.A. DE C.V.","00050617","ERMITAÑO",NA,NA,"possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON JAPONES ENT. FCO.","CAMARON JAPONES","camaron japones",NA,"shrimps, prawns",705,705,705,42300
"SINALOA","LOS MOCHIS","DRENES Y CANALES DEL VALLE DEL CARRIZO",2005,1,2005-01-31,2005-12-31,2005-01-02,"2507000756","SCPP ENSENADA DE COROBOCHA SC DE RL","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON DE ESTERO DESC. FCO.","CAMARON ESTERO","camaron estero",NA,"shrimps, prawns",1222,1955.2,1955.2,67210
"BAJA CALIFORNIA","SAN FELIPE","SAN LUIS GONZAGA",2022,3,2022-03-18,2022-03-17,2022-03-17,"0207001900","DESIERTO DE CORTEZ SC DE RL DE CV","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","LENGUADO","LENGUADO","LENGUADO DESV. FCO.","LENGUADO","lenguado",NA,"demersal marine fishes",318,349.8,349.8,25440
"NAYARIT","TUXPAN","EMBARCADERO DE PERICOS",2008,10,2008-10-12,2008-10-10,2008-10-12,"1805000708","SCPP Y AC GRANJEROS DE PERICOS SC DE RL DE CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","BURRO ENT. FCO.","BURRO","burro",NA,"demersal marine fishes",115,115,115,345
"SINALOA","GUASAVE",NA,2024,6,2024-06-20,NA,NA,"2505051058","S.C.P.P. ACUICOLA LOS TRES JUANES S.C. DE R.L. DE C.V.","25313883","ACUICOLA LOS TRES JUANES",NA,NA,"likely aquaculture","marine: aquaculture","CAMARON","CAMARON","CAMARON BLANCO DE CULTIVO ENT. FCO.","CAMARON BLANCO","camaron blanco",NA,"shrimps, prawns",2127.91,2127.91,2127.91,183000.26
"SINALOA","MAZATLAN","PUENTE JUAREZ",2024,6,2024-06-11,2024-04-16,2024-04-30,"2508017015","MARIA DE LOURDES GUTIERREZ MATURINO","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","OTRAS","OTRAS","COCHI ENT. FCO.","COCHI","cochi",NA,"demersal marine fishes",408,408,408,8160
"NAYARIT","SAN BLAS","LA NUEVA """"U""""",2017,11,2017-11-18,2017-11-13,2017-11-18,"1802003226","DAVID LARA PLASCENCIA","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","PICUDA ENT. FCA.","PICUDA","picuda",NA,"pelagic marine fish (excl. anchovy & sardine)",1350,1350,1350,27000
"NAYARIT","TECUALA","CANAL DE CUAUTLA",2005,5,2005-05-27,2005-05-25,2005-05-27,"1803000163","PEDRO RUESGA GARCIA","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","ROBALO","ROBALO","CONSTANTINO ENT. FCO.","CONSTANTINO","constantino",NA,"demersal marine fishes",60,60,60,900
"SINALOA","MAZATLAN","BARRAS DE PIAXTLA",2015,6,2015-06-05,2015-06-03,2015-06-05,"2508010689","SUSANO GAXIOLA VELARDE","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CORVINA","CORVINA","CORVINA ENT. FCA.","CORVINA","corvina",NA,"demersal marine fishes",50,50,50,1500
"JALISCO","PUERTO VALLARTA","BAHIA DE YELAPA",2017,5,NA,2017-05-25,2017-05-31,"1406000982","S.C.P.P. LANGOSTA DE YELAPA SC. DE R.L.","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","GUACHINANGO","GUACHINANGO","FLAMENCO ENT. FCO.","FLAMENCO","flamenco",NA,"demersal marine fishes",160,160,160,9600
"BAJA CALIFORNIA","SAN FELIPE","CAMPO SAHUARO",2014,3,2014-03-22,2014-03-22,2014-03-22,"0203012554","MINERVA PEREZ CASTRO","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","ALMEJA","ALMEJA","ALMEJA GENEROSA ENT. FCA.","ALMEJA GENEROSA","almeja generosa",NA,"molluscs excl. cephalopods",4244,4244,4244,84880
"BAJA CALIFORNIA","BAHIA DE LOS ANGELES","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2001,4,2001-04-16,NA,NA,"0203004585","SPR DE RI CELSO CANCINO VELAZQUEZ","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","ALMEJA","ALMEJA","ALMEJA PATA DE MULA ENT. FCA.","ALMEJA PATA MULA","almeja pata mula",NA,"molluscs excl. cephalopods",190,190,190,1900
"NAYARIT","SANTIAGO IXCUINTLA","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2000,2,2000-02-25,2000-12-30,2000-12-30,"1806000475","S.C.P.P. EN GRAL. Y AC. OSTRICAMICHIN, S.C. DE R.L. DE C.V.","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","ROBALO","ROBALO","ROBALO DESV. FCO.","ROBALO","robalo",NA,"demersal marine fishes",500,550,550,15000
"SINALOA","GUASAVE",NA,2023,10,2023-10-16,NA,NA,"2505051199","ALBERTO RODRIGO BELTRAN BOJORQUEZ","25315979","ALBERTO RODRIGO BELTRAN BOJORQUEZ",NA,NA,"likely aquaculture","marine: aquaculture","CAMARON","CAMARON","CAMARON BLANCO DE CULTIVO ENT. FCO.","CAMARON BLANCO","camaron blanco",NA,"shrimps, prawns",1000,1000,1000,91880
"SINALOA","LA REFORMA","LA REFORMA",2010,1,2010-01-15,2010-01-12,2010-01-18,"2506000245","S.C.P.P.R. PUNTA DE ACAPULTITA, S.C. DE R.L. DE C.V.","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON CAFE ENT. FCO.","CAMARON CAFE","camaron cafe",NA,"shrimps, prawns",449,449,449,11225
"SONORA","GUAYMAS","EL RANCHO",2021,12,2021-12-06,NA,NA,"2604010500","SCPP DE R Y A LOS CAIMANES SCL","0000000_",NA,"small_scale","no","possibly aquaculture","marine: small-scale capture","CAMARON","CAMARON","CAMARON AZUL DESC. FCO.","CAMARON AZUL","camaron azul",NA,"shrimps, prawns",400,640,640,80000
"SINALOA","EL ROSARIO","SITIO LA DRAGA",2014,11,2014-11-07,2014-11-04,2014-11-06,"2510000306","EDUARDO OSUNA SALAS","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CORVINA","CORVINA","CORVINA ENT. FCA.","CORVINA","corvina",NA,"demersal marine fishes",50,50,50,1250
"SONORA","GUAYMAS","BAHIA GUAYMAS",2021,5,2021-05-17,2021-05-13,2021-05-15,"2604609863","S.C.P.P Y A. GAJIVE, S.C. DE R.L. DE C.V.","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","CARACOL","CARACOL","CARACOL CHINO ENT. FCO.","CARACOL CHINO","caracol chino",NA,"molluscs excl. cephalopods",250,250,250,25000
"NAYARIT","TUXPAN",NA,2019,9,2019-09-19,2019-09-19,2019-09-19,"1805003231","ELISEO GARCIA  SAUCEDA","18079244","LA CALZADA",NA,NA,"likely aquaculture","marine: aquaculture","CAMARON","CAMARON","CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","camaron blanco","Litopenaeus Vannamei","shrimps, prawns",500,500,500,30000
"SONORA","GOLFO DE SANTA CLARA","GOLFO DE SANTA CLARA",2022,4,2022-04-13,2022-04-13,2022-04-13,"2603003340","ORLANDO OLIVER SANCHEZ FELIX","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","CORVINA","CORVINA","BUCHE DE CORVINA GOLFINA","CORVINA GOLFINA","corvina golfina",NA,"demersal marine fishes",242,0,242,72600
"SINALOA","MAZATLAN","MAZATLAN",2014,12,2014-12-10,2014-10-28,2014-12-03,"2508007123","PESQUERA MIRIAM, SA DE CV","00034991","MIRIAM III (PROPEMEX IC-4S)",NA,NA,"possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON AZUL DESC. FCO.","CAMARON AZUL","camaron azul",NA,"shrimps, prawns",696,1113.6,1113.6,69600
"NAYARIT","SANTIAGO IXCUINTLA","BOCA DE CAMICHIN",2009,11,2009-11-19,2009-11-17,2009-11-19,"1806000475","S.C.P.P. EN GRAL. Y AC. OSTRICAMICHIN, S.C. DE R.L. DE C.V.","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON DE ESTERO ENT. FCO.","CAMARON ESTERO","camaron estero",NA,"shrimps, prawns",420,420,420,8400
"SINALOA","LOS MOCHIS","GRULLA MARGEN DERECHA",2024,3,2024-03-05,2024-03-01,2024-03-03,"2507000699","SCPP RIBERE�A TRANGAL SC DE RL","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","JAIBA","JAIBA","JAIBA ENT. FCA.","JAIBA","jaiba",NA,"crustaceans",639,639,639,15975
"BAJA CALIFORNIA SUR","SANTA ROSALIA","SAN BRUNO (EN SANTA ROSALIA)",2024,5,2024-05-28,2024-05-26,2024-05-28,"0312002611","SCPP PESCADORES DE LOMA AZUL SC DE RL DE CV","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","OTRAS","OTRAS","CARDENAL ENT. FCO.","CARDENAL","cardenal",NA,"demersal marine fishes",37,37,37,1110
"BAJA CALIFORNIA SUR","CD. CONSTITUCION","BUENA VISTA",2008,7,2008-07-18,2008-07-17,2008-07-18,"0303001283","JESUS ANGEL JARA PAYAN","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","LISA","LISA","LISA ENT. FCA. (MUGIL CEPHALUS)","LISA (MUGIL CEPHALUS)","lisa","Mugil Cephalus","demersal marine fishes",25,25,25,200
"SINALOA","LOS MOCHIS","CAMPO EL COLORADO",2022,10,2022-10-23,2022-10-22,2022-10-23,"2507000525","SCPP RIBEREÑA BAGUIAUCE SC DE RL","0000000_",NA,"small_scale","no","possibly aquaculture","marine: small-scale capture","CAMARON","CAMARON","CAMARON AZUL DESC. FCO.","CAMARON AZUL","camaron azul",NA,"shrimps, prawns",953,1524.8,1524.8,162010
"NAYARIT","PEÑITA DE JALTEMBA","AYALAS, LOS",2020,3,2020-03-16,2020-03-11,2020-03-13,"1801001445","MARGARITO LARES FREGOSO","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","GUACHINANGO","GUACHINANGO","GUACHINANGO DESV. FCO. (LUTJANUS CAMPECHANUS)","GUACHINANGO (LUTJANUS CAMPECHANUS)","guachinango","Lutjanus Campechanus","demersal marine fishes",30,33,33,1500
"SINALOA","LOS MOCHIS","GRULLA MARGEN IZQUIERDA",2019,5,2019-05-31,2019-05-28,2019-05-30,"2507000434","SCPP Y DE ACUACULTURA MELESIO TORRES SC DE RL","0000000_",NA,"small_scale","no","possibly aquaculture","freshwater or marine: small-scale capture","MOJARRA","MOJARRA","MOJARRA ENT. FCA.","MOJARRA","mojarra",NA,"marine or freshwater fishes nei",600,600,600,6000
"BAJA CALIFORNIA SUR","SANTA ROSALIA","SANTA ROSALIA (B.C.S.)",2011,5,2011-05-20,2011-05-18,2011-05-20,"0312000607","ISAAC LEYVA SERNA","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CAZON","CAZON","CAZON DESV. FCO.","CAZON","cazon",NA,"sharks",200,220,220,2800
"NAYARIT","SAN BLAS","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2000,3,2000-03-08,2000-12-14,2000-12-14,"1802000073","MANUEL LOPEZ BARAJAS","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","PAMPANO","PAMPANO","PAMPANO ENT. FCO.","PAMPANO","pampano",NA,"pelagic marine fish (excl. anchovy & sardine)",125,125,125,625
"BAJA CALIFORNIA SUR","SANTA ROSALIA","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2001,7,2001-07-31,2001-08-30,2001-08-30,"0312001423","SCPP UNION DE PESCADORES EL CARDON ,SCL","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","RAYA Y SIMILARES","RAYA Y SIMILARES","PEZ GUITARRA DESV. Y DESC. FCO.","PEZ GUITARRA","pez guitarra",NA,"demersal marine fishes",255,318.75,318.75,1530
"SINALOA","MAZATLAN","LITORAL (MAZATLAN)",2008,5,2008-05-06,2008-04-26,2008-04-28,"2508012800","ELIAS NARCISO FLORES ESPINOZA","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","BERRUGATA","BERRUGATA","BERRUGATA ENT. FCA.","BERRUGATA","berrugata",NA,"demersal marine fishes",15,15,15,150
"NAYARIT","SANTIAGO IXCUINTLA","BOCA DE CAMICHIN",2013,11,2013-11-15,2013-11-14,2013-11-15,"1806000392","FLORENTINA GARCIA PEREZ","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","ROBALO","ROBALO","ROBALO DESV. FCO.","ROBALO","robalo",NA,"demersal marine fishes",600,660,660,24000
"SONORA","GOLFO DE SANTA CLARA","GOLFO DE SANTA CLARA",2024,10,2024-10-29,2024-10-28,2024-10-29,"2603000924","SCPP. COSTA DE SANTA CLARA SC DE RL DE CV","0000000_",NA,"small_scale","no","possibly aquaculture","marine: small-scale capture","CAMARON","CAMARON","CAMARON AZUL DESC. FCO.","CAMARON AZUL","camaron azul",NA,"shrimps, prawns",50,80,80,4000
"SINALOA","MAZATLAN","LITORAL (MAZATLAN)",2008,4,2008-04-23,2008-04-16,2008-04-20,"2508012586","EFRAIN OZUNA FAJARDO","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","CHABELITA ENT. FCA.","CHABELITA","chabelita",NA,"pelagic marine fish (excl. anchovy & sardine)",43,43,43,129
"BAJA CALIFORNIA SUR","LORETO","LORETO",2022,8,2022-08-13,2022-07-27,2022-07-29,"0306001777","FRANCISCO MARTIN ARCE DAVIS","0000000_",NA,"small_scale","no","possibly aquaculture","marine: small-scale capture","ALMEJA","ALMEJA","ALMEJA CHOCOLATA ENT. FCA.","ALMEJA CHOCOLATA","almeja chocolata",NA,"molluscs excl. cephalopods",105,105,105,420
"SINALOA","CULIACAN","CORTINA DE LA PRESA AURELIO VENANCINI (EL SALTO)",2024,11,2024-11-15,2024-11-15,2024-11-15,"2501002030","SCPP Y ACUICOLA EL PAREDON COLORADO SCL","0000000_",NA,"small_scale","no","possibly aquaculture","freshwater or marine: small-scale capture","BAGRE","BAGRE","BAGRE DESV. FCO.","BAGRE","bagre",NA,"marine or freshwater fishes nei",100,110,110,4500
"NAYARIT","SANTIAGO IXCUINTLA","BOCA DE CAMICHIN",2015,4,2015-04-13,2015-04-11,2015-04-13,"1806000590","NABOR CABUTO MARTINEZ","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","BANDERA","BANDERA","CHIHUIL DESV. FCO.","CHIHUIL","chihuil",NA,"demersal marine fishes",1300,1430,1430,11700
"SONORA","GUAYMAS","GUAYMAS",2000,9,2000-09-22,2000-01-01,2000-01-01,"9999999999","NO DISPONIBLE","00022145","ALEJANDRO A",NA,NA,"possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON DE ALTA MAR DESC. FCO.","CAMARON","camaron",NA,"shrimps, prawns",4184,6694.4,6694.4,376560
"BAJA CALIFORNIA SUR","LA PAZ","EL CARDONAL (EN LA PAZ)",2014,8,2014-08-26,2014-08-18,2014-08-25,"0305004533","ANTONIO LUCERO LUCERO","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","TIBURON","TIBURON","TIBURON TUNERO ENT. FCO. (CARCHARHINUS FALCIFORMIS)","TIBURON TUNERO (CARCHARHINUS FALCIFORMIS)","tiburon tunero","Carcharhinus Falciformis","sharks",4000,4000,4000,56000
"NAYARIT","SAN BLAS","ESTERO EL POZO (MARGEN IZQUIERDA)",2014,10,2014-10-06,2014-10-04,2014-10-06,"1802001964","SANTIAGO RAFAEL AGUILAR GAMIOCHIPE","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","DORADO DESV. FCO.","DORADO","dorado",NA,"pelagic marine fish (excl. anchovy & sardine)",50,55,55,400
"SINALOA","MAZATLAN","MAZATLAN",2015,3,2015-03-30,2015-02-28,2015-08-28,"2508016843","PESQUERA MONETO, SA DE CV","00054817","ALI I",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","PARGO","GUACHINANGO","PARGO ENT. FCO.","PARGO","pargo",NA,"demersal marine fishes",290,290,290,290
"SINALOA","MAZATLAN","EMBARCADERO ISLA DE LA PIEDRA",2019,5,2019-05-23,2019-05-12,2019-05-22,"2508018138","VERONICA VALLEJO PORTILLO","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","PARGO","GUACHINANGO","PARGO ENT. FCO.","PARGO","pargo",NA,"demersal marine fishes",120,120,120,7200
"BAJA CALIFORNIA SUR","LORETO","LIGUI",2019,2,2019-02-28,2019-02-25,2019-02-27,"0306001033","SCAPP MONSERRAT SC DE RL","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","JUREL","ESMEDREGAL","JUREL ENT. FCO. (SERIOLA LALANDI)","JUREL (SERIOLA LALANDI)","jurel","Seriola Lalandi","pelagic marine fish (excl. anchovy & sardine)",248,248,248,8680
"SONORA","BAHIA KINO","BAHIA KINO",2006,3,2006-03-22,2006-03-20,2006-03-22,"2607002413","JOSE CRUZ CHAO SOTO","00000000","",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","JAIBA","JAIBA","JAIBA ENT. FCA.","JAIBA","jaiba",NA,"crustaceans",785,785,785,5495
"SINALOA","MAZATLAN","PUENTE JUAREZ",2010,8,2010-08-30,2010-08-16,2010-08-30,"2508012990","JOSE ANDRES GARCIA GUERRERO","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CORVINA","CORVINA","CORVINA ENT. FCA.","CORVINA","corvina",NA,"demersal marine fishes",8,8,8,96
"SINALOA","ESCUINAPA","SITIO LA GUANERA",2017,3,2017-02-26,2017-02-26,2017-02-28,"2504002201","CANDELARIO IBARRA  MARTINEZ","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","BANDERA","BANDERA","BANDERA DESV. FCA.","BANDERA","bandera",NA,"demersal marine fishes",1100,1210,1210,11000
"NAYARIT","TECUALA","MORILLOS, LOS",2006,11,2006-11-26,2006-11-24,2006-11-26,"1803000676","SCPP NUEVA DE MORILLOS SCL","00000000","",NA,NA,"unlikely aquaculture","marine: fishery sector yet to be classified","BANDERA","BANDERA","CHIHUIL ENT. FCO.","CHIHUIL","chihuil",NA,"demersal marine fishes",90,90,90,450
"SONORA","GUAYMAS","GUAYMAS",2006,11,2006-11-09,2006-10-13,2006-11-07,"2604011300","PESQUERA NUEVA SA DE CV","00038802","CARRANZA VII",NA,NA,"possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON AZUL DESC. FCO.","CAMARON AZUL","camaron azul",NA,"shrimps, prawns",1853,2964.8,2964.8,185300
"SONORA","PUERTO PEÑASCO","PEÑASCO",2022,6,2022-06-02,2022-06-01,2022-06-01,"2607604622","MARITZA CHAVEZ QUINTERO","0000000_",NA,"small_scale","no","possibly aquaculture","marine: small-scale capture","ALMEJA","ALMEJA","ALMEJA CALLO DE ARBOL ENT FCA","ALMEJA CALLO ARBOL","almeja callo arbol",NA,"molluscs excl. cephalopods",800,800,800,4000
"BAJA CALIFORNIA SUR","CABO SAN LUCAS","LAGUNA LAS FLORES Y GOLFO DE MEXICO",2000,4,2000-04-08,NA,NA,"0302000492","JOSE LUIS PEREZ MACIAS","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","OTRAS","OTRAS","OJOTON ENT. FCO.","OJOTON","ojoton",NA,"pelagic marine fish (excl. anchovy & sardine)",30,30,30,3780
"NAYARIT","TECUALA","CAÑADA EL PALILLO",2018,5,2018-05-28,2018-05-26,2018-05-28,"1803000163","PEDRO RUESGA GARCIA","0000000_",NA,"small_scale","no","possibly aquaculture","freshwater or marine: small-scale capture","MOJARRA","MOJARRA","MOJARRA ENT. FCA.","MOJARRA","mojarra",NA,"marine or freshwater fishes nei",390,390,390,11700
"BAJA CALIFORNIA SUR","LORETO","ENSENADA BLANCA",2012,12,2012-12-07,2012-12-04,2012-12-06,"0306000993","SCPP ISLA CATALANA SC DE RL DE CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CABRILLA","CABRILLA","CABRILLA DESV. FCA.","CABRILLA","cabrilla",NA,"demersal marine fishes",450,495,495,18000
"SONORA","CD. OBREGON","BAHIA LOBOS",2023,10,2023-10-12,2023-10-03,2023-10-05,"2604001186","PURO LOBOS, S.C. DE R.L. DE C.V.","0000000_",NA,"small_scale","no","possibly aquaculture","marine: small-scale capture","CAMARON","CAMARON","CAMARON AZUL DESC. FCO.","CAMARON AZUL","camaron azul",NA,"shrimps, prawns",2500,4000,4000,350000
"SINALOA","NAVOLATO","EL CASTILLO",2005,9,2005-09-06,2005-09-04,2005-09-06,"2509000713","SCPP TEODORO CERVANTES PEREZ S DE RL DE CV","00000000","",NA,"no","possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON DE ESTERO ENT. FCO.","CAMARON ESTERO","camaron estero",NA,"shrimps, prawns",5151,5151,5151,309060
"SINALOA","GUASAVE",NA,2021,8,2021-08-03,2021-08-03,2021-08-03,"2505050597","ACUÍCOLA LOS CARDENALES SC DE RL DE CV","25311911","ACUÍCOLA LOS CARDENALES",NA,NA,"likely aquaculture","marine: aquaculture","CAMARON","CAMARON","CAMARON BLANCO DE CULTIVO ENT. FCO. (LITOPENAEUS VANNAMEI)","CAMARON BLANCO (LITOPENAEUS VANNAMEI)","camaron blanco","Litopenaeus Vannamei","shrimps, prawns",6000,6000,6000,552000
"SINALOA","ESCUINAPA","PLAYA TEACAPAN",2022,2,2022-02-15,2022-02-12,2022-02-14,"2504002201","CANDELARIO IBARRA  MARTINEZ","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","PARGO","GUACHINANGO","LUNAREJO DESV. FCO.","LUNAREJO","lunarejo",NA,"demersal marine fishes",100,110,110,2000
"SINALOA","LOS MOCHIS","TOPOLOBAMPO",2024,7,2024-07-11,2024-07-10,2024-07-10,"2511001337","SCPP REVOLUCION SOCIAL SC DE RL","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","LISA","LISA","LISA ENT. FCA.","LISA","lisa",NA,"demersal marine fishes",800,800,800,4000
"SINALOA","MAZATLAN","MAZATLAN",2005,10,2005-10-31,2005-10-10,2005-10-26,"2508006604","VICTOR MANUEL SANDOVAL CEJA","00022806","PINOCHIN (ARCA DE GUAYMAS I)",NA,NA,"possibly aquaculture","marine: fishery sector yet to be classified","CAMARON","CAMARON","CAMARON PACOTILLA DESC. FCO.","CAMARON PACOTILLA","camaron pacotilla",NA,"shrimps, prawns",72,115.2,115.2,4320
"SINALOA","ESCUINAPA","LA BRECHA",2020,3,2020-03-05,2020-03-03,2020-03-05,"2504001781","SCPP PESCADORES DEL CAMICHIN SC DE RL DE CV","0000000_",NA,"small_scale","no","not aquaculture","marine: small-scale capture","ROBALO","ROBALO","ROBALO DESV. FCO.","ROBALO","robalo",NA,"demersal marine fishes",120,132,132,5400
"NAYARIT","SANTIAGO IXCUINTLA","CENTRO RECEPCION COOP. OSTRICAMICHIN",2022,11,2022-11-24,2022-11-22,2022-11-24,"1806000475","SCPP EN GRAL Y AC OSTRICAMICHIN SC DE RL DE CV","0000000_",NA,"small_scale","no","possibly aquaculture","marine: small-scale capture","OSTION","OSTION","OSTION DE PLACER ENT. FCO.","OSTION PLACER","ostion placer",NA,"molluscs excl. cephalopods",1000,1000,1000,10000
"SINALOA","MAZATLAN","MAZATLAN",2019,3,2019-03-12,NA,2019-03-12,"2508017627","PESQUERA SILVANA, SA DE CV","00014704","SILVANA II (SANDRA KORINA II, ALLENDE VI)","large_scale",NA,"possibly aquaculture","marine: large-scale capture","CAMARON","CAMARON","CAMARON CAFE DESC. FCO.","CAMARON CAFE","camaron cafe",NA,"shrimps, prawns",4103,6564.8,6564.8,533390
"SONORA","PUERTO PE�ASCO","PUERTO PE�ASCO",2024,2,2024-02-18,2024-02-13,2024-02-17,"2607004138","CARMEN LETICIA CRUZ GUTIERREZ","00019760","CARRANZA IV","large_scale",NA,"unlikely aquaculture","marine: large-scale capture","RAYA Y SIMILARES","RAYA Y SIMILARES","MANTA ENT. FCA.","MANTA","manta",NA,"demersal marine fishes",1000,1100,1100,15000
"SINALOA","GUASAVE","EL CARACOL",2015,3,2015-03-06,2015-03-04,2015-03-06,"2505000246","SCPP PESCADORES UNIDOS DEL CARACOL S DE RL DE CV","00000000","",NA,"no","not aquaculture","marine: fishery sector yet to be classified","CAZON","CAZON","CAZON DESV. Y DESC. FCO.","CAZON","cazon",NA,"sharks",450,562.5,562.5,9000
