"year","OHI_region_est","taxon_key","taxon_level","estimated_genus_name","annual_Catch_kg","n_landings_records","mean_Catch_2018.22_kg","n.years_Catch_2018.22","status","control","carta_source","Year_of_Recommendation","notes","carta_recommendation_source","catch_vs_reference_expectation","Stock_Status"
2020,"region_7","oligoplites altus","species","oligoplites",835336.52,12,763861.808,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",0.914436026333435
2021,"region_7","oligoplites altus","species","oligoplites",385459.56,11,763861.808,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",1
2022,"region_7","oligoplites altus","species","oligoplites",893278.88,14,763861.808,5,"maximally harvested","no increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch should not exceed 2018-2022 mean",0.85512131217073
2018,"region_7","opisthonema libertate","species","opisthonema",59707713.14,412,96959152.972,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2022,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2019,"region_7","opisthonema libertate","species","opisthonema",119014538.4,931,96959152.972,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2022,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.814683267065463
2020,"region_7","opisthonema libertate","species","opisthonema",93297990.32,855,96959152.972,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2022,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2021,"region_7","opisthonema libertate","species","opisthonema",89000110.28,861,96959152.972,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2022,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",1
2022,"region_7","opisthonema libertate","species","opisthonema",123775412.72,1029,96959152.972,5,"maximally harvested","no increase","original estimate; Carta recommendation available for this species in this region",2022,NA,"original estimate; Carta recommendation available for this species in this region","catch should not exceed 2018-2022 mean",0.783347442285143
2018,"region_7","panopea generosa","species","panopea",58349,18,119691.8,5,"maximally harvested","no increase","gapfilled estimate; no Carta recommendation for this species in this specific region",2023,NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","catch should not exceed 2018-2022 mean",1
2019,"region_7","panopea generosa","species","panopea",22734,15,119691.8,5,"maximally harvested","no increase","gapfilled estimate; no Carta recommendation for this species in this specific region",2023,NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","catch should not exceed 2018-2022 mean",1
2020,"region_7","panopea generosa","species","panopea",363887,54,119691.8,5,"maximally harvested","no increase","gapfilled estimate; no Carta recommendation for this species in this specific region",2023,NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","catch should not exceed 2018-2022 mean",0.328925737935128
2021,"region_7","panopea generosa","species","panopea",52684,30,119691.8,5,"maximally harvested","no increase","gapfilled estimate; no Carta recommendation for this species in this specific region",2023,NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","catch should not exceed 2018-2022 mean",1
2022,"region_7","panopea generosa","species","panopea",100805,69,119691.8,5,"maximally harvested","no increase","gapfilled estimate; no Carta recommendation for this species in this specific region",2023,NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","catch should not exceed 2018-2022 mean",1
2023,"region_7","panopea generosa","species","panopea",34648,34,119691.8,5,"maximally harvested","no increase","gapfilled estimate; no Carta recommendation for this species in this specific region",2023,NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","catch should not exceed 2018-2022 mean",1
2024,"region_7","panopea generosa","species","panopea",260147.15,75,119691.8,5,"maximally harvested","no increase","gapfilled estimate; no Carta recommendation for this species in this specific region",2023,NA,"gapfilled estimate; no Carta recommendation for this species in this specific region","catch should not exceed 2018-2022 mean",0.460092682160846
2018,"region_7","panulirus argus","species","panulirus",15180,39,4497.8,5,"maximally harvested","increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch may be at or above 2018-2022 mean",1
2019,"region_7","panulirus argus","species","panulirus",4094,12,4497.8,5,"maximally harvested","increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch may be at or above 2018-2022 mean",0.910222775579172
2020,"region_7","panulirus argus","species","panulirus",1080,8,4497.8,5,"maximally harvested","increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch may be at or above 2018-2022 mean",0.240117390724354
2021,"region_7","panulirus argus","species","panulirus",1145,6,4497.8,5,"maximally harvested","increase",NA,NA,NA,"genus fallback; genus aggregation; took the mode across all Carta recommendations supplied for this genus in this region (in the case of ties: chose the most conservative status and control)","catch may be at or above 2018-2022 mean",0.254568900351283
