"recorded_taxa_group","recorded_taxa_name_clean","recorded_scientific_name","scientific_name_recorded_T.F","recorded_common_name","IHH_fishery","IHH_highest_taxonomic_id","IHH_highest_taxonomic_resolution","IHH_species","IHH_genus","IHH_family","IHH_order","IHH_class","IHH_functional_major_groups_sm","Hem_species_1","Hem_species_2","Hem_species_3","Hem_species_4","Hem_species_5","Hem_species_6","Hem_species_7","Hem_species_8","Hem_species_9","Hem_species_10","Hem_species_11","Hem_species_12","Hem_species_13","Hem_species_14","Hem_species_15","Hem_species_16","Hem_species_17","Hem_species_18","Hem_species_19","Hem_species_20","Hem_species_21","Hem_species_22","Hem_species_23","Hem_species_24","Hem_species_25","Hem_species_26","Hem_species_27","Hem_species_28","Hem_species_29","Hem_species_30","Hem_species_31","Hem_species_32","Hem_species_33","Hem_species_34","Hem_species_35","Hem_species_36","Hem_species_37","Hem_species_38","Hem_species_39","Hem_species_40","Hem_species_41","Hem_species_42","Hem_species_43","Hem_species_44","Hem_species_45","Hem_species_46","Hem_species_47"
"ALMEJA","ALMEJA ROJA",NA,FALSE,"almeja roja","Almeja","Megapitaria aurantiaca","Species","Megapitaria aurantiaca","Megapitaria","Veneridae","Venerida","Bivalvia","Molluscs excl. Cephalopods","Megapitaria aurantiaca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANCHOVETA","BOQUERON",NA,FALSE,"boqueron",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Engraulis encrasicolus","Anchoa analis","Anchoa argentivittata","Cetengraulis mysticetus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTRAS","MAPACHE",NA,FALSE,"mapache","Escama","Pomadasys panamensis","Species","Pomadasys panamensis","Pomadasys","Haemulidae","Perciformes","Actinopterygii","Demersal marine fishes","Pomadasys macracanthus","Pomadasys panamensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTRAS","ORIHUELOS",NA,FALSE,"orihuelos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAYA Y SIMILARES","RAYA BLANCA",NA,FALSE,"raya blanca","Rayas y Similares","Elasmobranchii","Class","NEI","NEI","NEI","NEI","Elasmobranchii","Demersal marine fishes","Rostroraja alba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBALO","CHUCUMITE",NA,FALSE,"chucumite","Escama","Centropomus armatus","Species","Centropomus armatus","Centropomus","Centropomidae","Perciformes","Actinopterygii","Demersal marine fishes","Centropomus armatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LANGOSTINO","ACAMAYA",NA,FALSE,"acamaya","Otras","Decapoda","Order","NEI","NEI","NEI","Decapoda","Malacostraca","Shrimps, prawns","Macrobrachium americanum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARPA","CARPA HERBIVORA",NA,FALSE,"carpa herbivora","Escama","Actinopterygii","Class","NEI","NEI","NEI","NEI","Actinopterygii","Marine fishes NEI","Cyprinus carpio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOJARRA","MOJARRA TENHUAYACA",NA,FALSE,"mojarra tenhuayaca","Escama","Petenia splendida","Species","Petenia splendida","Petenia","Cichlidae","Perciformes","Actinopterygii","Freshwater fishes","Petenia splendida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RONCO","TONTON",NA,FALSE,"tonton","Escama","Selene brevoortii","Species","Selene brevoortii","Selene","Carangidae","Perciformes","Actinopterygii","Pelagic marine fishes","Pogonias cromis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTRAS","MAPO",NA,FALSE,"mapo","Escama","Bathygobius ramosus","Species","Bathygobius ramosus","Bathygobius","Gobiidae","Perciformes","Actinopterygii","Demersal marine fishes","Dormitator maculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAYA Y SIMILARES","BALA",NA,FALSE,"bala","Rayas y Similares","Aetobatus narinari","Species","Aetobatus narinari","Aetobatus","Myliobatidae","Myliobatiformes","Elasmobranchii","Demersal marine fishes","Paranthias furcifer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARPA","CARPA CUERUDA",NA,FALSE,"carpa cueruda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BESUGO","BESUGO",NA,FALSE,"besugo","Escama","Actinopterygii","Class","NEI","NEI","NEI","NEI","Actinopterygii","Marine fishes NEI","Lutjanus guttatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUREL","JURELETE",NA,FALSE,"jurelete","Escama","Caranx bucculentus","Species","Caranx bucculentus","Caranx","Carangidae","Perciformes","Actinopterygii","Pelagic marine fishes","Carangoides bartholomaei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LANGOSTINO","PIGUA",NA,FALSE,"pigua",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAMARON","CAMARON SIETE BARBAS",NA,FALSE,"camaron siete barbas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiphopenaeus kroyeri","Xiphopeneus riveti",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTRAS","PEJE LAGARTO",NA,FALSE,"peje lagarto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lepidoseus viridis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JUREL","JUREL FINO",NA,FALSE,"jurel fino","Escama","Decapterus muroadsi","Species","Decapterus muroadsi","Decapterus","Carangidae","Perciformes","Actinopterygii","Pelagic marine fishes","Decapterus macrosoma","Decapterus muroadsi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARACOL","CARACOL TEGOGOLO",NA,FALSE,"caracol tegogolo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTRAS","FAJADO",NA,FALSE,"fajado","No ID","Marine species NEI","Other - Functional Group","NEI","NEI","NEI","NEI","NEI","Marine species NEI","Pimelodus ornatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOJARRA","MOJARRA CASTARRICA",NA,FALSE,"mojarra castarrica","Escama","Actinopterygii","Class","NEI","NEI","NEI","NEI","Actinopterygii","Marine fishes NEI","Cichlasoma urophthalmum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAYA Y SIMILARES","CHUCHO",NA,FALSE,"chucho",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aetobatus narinari","Myliobatis longirostris","Rhinoptera steindachneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALMEJA","ALMEJA PURPURA",NA,FALSE,"almeja purpura",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Amiantis purpurata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TIBURON","TIBURON TUNERO (CARCHARHINUS FALCIFORMIS)","Carcharhinus falciformis",TRUE,"tiburon tunero","Tiburon","Carcharhinus falciformis","Species","Carcharhinus falciformis","Carcharhinus","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Demersal marine fishes","Carcharhinus falciformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TIBURON","TIBURON COYOTE",NA,FALSE,"tiburon coyote","Tiburon","Nasolamia velox","Species","Nasolamia velox","Nasolamia","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Demersal marine fishes","Nasolamia velox",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTRAS","BOTETE NEGRO",NA,FALSE,"botete negro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphoeroides annulatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAMARON","CAMARON SINTETICO",NA,FALSE,"camaron sintetico","Camaron","Penaeidae","Family","NEI","NEI","Penaeidae","Decapoda","Malacostraca","Shrimps, prawns","Rimapenaeus similis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAYA Y SIMILARES","RAYA COLA RATA",NA,FALSE,"raya cola rata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTRAS","GUAU",NA,FALSE,"guau","Escama","Lutjanus peru","Species","Lutjanus peru","Lutjanus","Lutjanidae","Perciformes","Actinopterygii","Demersal marine fishes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTRAS","PATA CABRA",NA,FALSE,"pata cabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOJARRA","MOJARRA PEINETA",NA,FALSE,"mojarra peineta",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Diapterus peruvianus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CARPA","CARPA ESPEJO",NA,FALSE,"carpa espejo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cyprinus carpio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ANCHOVETA","ANCHOA",NA,FALSE,"anchoa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTRAS","SOLDADITO",NA,FALSE,"soldadito",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bellator militaris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LISA","BOBO",NA,FALSE,"bobo","Escama","Polydactylus approximans","Species","Polydactylus approximans","Polydactylus","Polynemidae","Perciformes","Actinopterygii","Demersal marine fishes","Polydactylus opercularis","Polydactylus approximans","Polynemus californiensis","Joturus pichardi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTRAS","CHANCLA",NA,FALSE,"chancla","Escama","Carangidae","Family","NEI","NEI","Carangidae","Perciformes","Actinopterygii","Pelagic marine fishes","Caranx vinctus","Hemicaranx leucurus","Selene orstedii ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTRAS","BACINICO",NA,FALSE,"bacinico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROBALO","ROBALETE",NA,FALSE,"robalete","Escama","Actinopterygii","Class","NEI","NEI","NEI","NEI","Actinopterygii","Marine fishes NEI","Centropomus ensiferus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTRAS","PERCEBE",NA,FALSE,"percebe","Otras","Pollicipes elegans","Species","Pollicipes elegans","Pollicipes","Pollicipedidae","Scalpelliformes","Hexanauplia","Crustaceans","Pollicipes pollicipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTRAS","BOCA COLORADA",NA,FALSE,"boca colorada","No ID","Lutjanidae","Family","NEI","NEI","Lutjanidae","Perciformes","Actinopterygii","Demersal marine fishes","Joturus pichardi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MOJARRA","MOJARRA GUAPOTA",NA,FALSE,"mojarra guapota",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vieja fenestrata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CABRILLA","CABRILLA HABANERA",NA,FALSE,"cabrilla habanera","Escama","Paralabrax auroguttatus","Species","Paralabrax auroguttatus","Paralabrax","Serranidae","Perciformes","Actinopterygii","Demersal marine fishes","Lutjanus analis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTRAS","CUBERA",NA,FALSE,"cubera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lujtanus cyanopterus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RUBIA Y VILLAJAIBA","CANANE (OCYURUS CHRYSURUS)","Ocyurus chrysurus",TRUE,"canane","Escama","Lutjanidae","Family","NEI","NEI","Lutjanidae","Perciformes","Actinopterygii","Demersal marine fishes","Lutjanus peru",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TIBURON","TIBURON AMARILLO",NA,FALSE,"tiburon amarillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negaprion brevirostris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTRAS","COCUYO",NA,FALSE,"cocuyo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bairdiella ronchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTRAS","SALMONETE",NA,FALSE,"salmonete","Escama","Mulloidichthys dentatus","Species","Mulloidichthys dentatus","Mulloidichthys","Mullidae","Perciformes","Actinopterygii","Demersal marine fishes","Xenichthys xanti","Diplectrum eumelum","Mulloidichthys dentatus","Pseudupeneus grandisquamis ","Sectator ocyurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTRAS","CODORNIZ",NA,FALSE,"codorniz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cheilotrema saturnum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTRAS","AGUJA",NA,FALSE,"aguja","Escama","Strongylura exilis","Species","Strongylura exilis","Strongylura","Belonidae","Beloniformes","Actinopterygii","Pelagic marine fishes","Belone belone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTRAS","CORCOVADO",NA,FALSE,"corcovado","Escama","Orthopristis chalceus","Species","Orthopristis chalceus","Orthopristis","Haemulidae","Perciformes","Actinopterygii","Demersal marine fishes","Orthopristis chalseus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTRAS","TONZAC",NA,FALSE,"tonzac",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABULON","ABULON ROJO",NA,FALSE,"abulon rojo","Abulon","Haliotis rufescens","Species","Haliotis rufescens","Haliotis","Haliotidae","Lepetellida","Gastropoda","Molluscs excl. Cephalopods","Haliotis rufescens","Haliotis rufescens ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTRAS","VIUDA",NA,FALSE,"viuda","Escama","Sebastes entomelas","Species","Sebastes entomelas","Sebastes","Sebastidae","Scorpaeniformes","Actinopterygii","Demersal marine fishes","Mustelus canis","Mustelus norrisi","Mustelus higmani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ABULON","ABULON BLANCO",NA,FALSE,"abulon blanco",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haliotis sorenseni ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTRAS","CUCARACHA",NA,FALSE,"cucaracha","Otras","Evibacus princeps","Species","Evibacus princeps","Evibacus","Scyllaridae","Decapoda","Malacostraca","Crustaceans","Stenoplax limaciformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"OTRAS","PEZ PEINE",NA,FALSE,"pez peine",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pristis pectinata ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAMARON","CAMARON MOTEADO",NA,FALSE,"camaron moteado",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Metapenaeus monoceros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
