"year","Stock","total_biomass_kg","total_revenue","Major_Functional_Group","estimated_taxa_group","new_estimated_family_name"
2020,"Caranx",37395.2,1350680,"Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae"
2021,"Caranx",55714.1,1633438,"Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae"
2022,"Caranx",98695.1,1391707,"Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae"
2023,"Caranx",164200,3609542,"Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae"
2024,"Caranx",140647.7,2673300.5,"Pelagic marine fish (excl. anchovy & sardine)","BONITO","Carangidae"
2000,"Carcharhinus",108086.8,485346,"Sharks","TIBURON","Carcharhinidae"
2001,"Carcharhinus",132004.3,481583,"Sharks","TIBURON","Carcharhinidae"
2002,"Carcharhinus",86126.3,278020,"Sharks","TIBURON","Carcharhinidae"
2003,"Carcharhinus",122561.1,505721,"Sharks","TIBURON","Carcharhinidae"
2004,"Carcharhinus",187113,1078193,"Sharks","TIBURON","Carcharhinidae"
2005,"Carcharhinus",117991.25,697084,"Sharks","TIBURON","Carcharhinidae"
2006,"Carcharhinus",140228,869485.5,"Sharks","TIBURON","Carcharhinidae"
2007,"Carcharhinus",163828.35,1304875,"Sharks","TIBURON","Carcharhinidae"
2008,"Carcharhinus",256613.7,1721265,"Sharks","TIBURON","Carcharhinidae"
2009,"Carcharhinus",265261.1,1902958,"Sharks","TIBURON","Carcharhinidae"
2010,"Carcharhinus",352618.3,2739251,"Sharks","TIBURON","Carcharhinidae"
2011,"Carcharhinus",359714.55,2642722,"Sharks","TIBURON","Carcharhinidae"
2012,"Carcharhinus",389656.05,2733993,"Sharks","TIBURON","Carcharhinidae"
2013,"Carcharhinus",504626.15,4011733,"Sharks","TIBURON","Carcharhinidae"
2014,"Carcharhinus",734096.9,7045768,"Sharks","TIBURON","Carcharhinidae"
2015,"Carcharhinus",1140862.6,10846155,"Sharks","TIBURON","Carcharhinidae"
2016,"Carcharhinus",1824609.9,17428445,"Sharks","TIBURON","Carcharhinidae"
2017,"Carcharhinus",3213741.7,44292833.5,"Sharks","TIBURON","Carcharhinidae"
2018,"Carcharhinus",3620395.65,62860899.5,"Sharks","TIBURON","Carcharhinidae"
2019,"Carcharhinus",2869290.8,38818565,"Sharks","TIBURON","Carcharhinidae"
2020,"Carcharhinus",3761901.25,53209918,"Sharks","TIBURON","Carcharhinidae"
2021,"Carcharhinus",3211628.25,39819159,"Sharks","TIBURON","Carcharhinidae"
2022,"Carcharhinus",2944689.8,30077273.55,"Sharks","TIBURON","Carcharhinidae"
2023,"Carcharhinus",3853435,50344812,"Sharks","TIBURON","Carcharhinidae"
2024,"Carcharhinus",8612992.6,114501272,"Sharks","TIBURON","Carcharhinidae"
2000,"Caulolatilus",1075804.7,5205655,"Demersal marine fishes","PIERNA","Malacanthidae"
2001,"Caulolatilus",1092934.2,5446251,"Demersal marine fishes","PIERNA","Malacanthidae"
2002,"Caulolatilus",629178.95,3697335,"Demersal marine fishes","PIERNA","Malacanthidae"
2003,"Caulolatilus",823501.25,4585077,"Demersal marine fishes","PIERNA","Malacanthidae"
2004,"Caulolatilus",816501.6,4797677,"Demersal marine fishes","PIERNA","Malacanthidae"
2005,"Caulolatilus",304945.6,2010499,"Demersal marine fishes","PIERNA","Malacanthidae"
2006,"Caulolatilus",697697.9,3328821,"Demersal marine fishes","PIERNA","Malacanthidae"
2007,"Caulolatilus",591143.6,3854659,"Demersal marine fishes","PIERNA","Malacanthidae"
2008,"Caulolatilus",847154.8,5465659,"Demersal marine fishes","PIERNA","Malacanthidae"
2009,"Caulolatilus",557114.4,4236339,"Demersal marine fishes","PIERNA","Malacanthidae"
2010,"Caulolatilus",539085.55,5035220,"Demersal marine fishes","PIERNA","Malacanthidae"
2011,"Caulolatilus",611218.5,5889578,"Demersal marine fishes","PIERNA","Malacanthidae"
2012,"Caulolatilus",1354417.6,10917295,"Demersal marine fishes","PIERNA","Malacanthidae"
2013,"Caulolatilus",653816,6115491,"Demersal marine fishes","PIERNA","Malacanthidae"
2014,"Caulolatilus",528747.85,5592371,"Demersal marine fishes","PIERNA","Malacanthidae"
2015,"Caulolatilus",498048.6,5658506.6,"Demersal marine fishes","PIERNA","Malacanthidae"
2016,"Caulolatilus",511596.45,6713649.5,"Demersal marine fishes","PIERNA","Malacanthidae"
2017,"Caulolatilus",514300.1,6828423,"Demersal marine fishes","PIERNA","Malacanthidae"
2018,"Caulolatilus",424370,6712451,"Demersal marine fishes","PIERNA","Malacanthidae"
2019,"Caulolatilus",360534.9,6806607.5,"Demersal marine fishes","PIERNA","Malacanthidae"
2020,"Caulolatilus",308493.8,7129041,"Demersal marine fishes","PIERNA","Malacanthidae"
2021,"Caulolatilus",527526,10032041,"Demersal marine fishes","PIERNA","Malacanthidae"
2022,"Caulolatilus",441946.05,11235003,"Demersal marine fishes","PIERNA","Malacanthidae"
2023,"Caulolatilus",401009,9970522,"Demersal marine fishes","PIERNA","Malacanthidae"
2024,"Caulolatilus",271283.95,6405800.4,"Demersal marine fishes","PIERNA","Malacanthidae"
2000,"Centropomus",381391.52,8836257,"Demersal marine fishes","ROBALO","Centropomidae"
2001,"Centropomus",422521.8,10100628,"Demersal marine fishes","ROBALO","Centropomidae"
2002,"Centropomus",328224,7668837,"Demersal marine fishes","ROBALO","Centropomidae"
2003,"Centropomus",421221.3,10374748,"Demersal marine fishes","ROBALO","Centropomidae"
2004,"Centropomus",538918.81,13020179,"Demersal marine fishes","ROBALO","Centropomidae"
2005,"Centropomus",596739.56,12314420,"Demersal marine fishes","ROBALO","Centropomidae"
2006,"Centropomus",525119.05,10833306.9,"Demersal marine fishes","ROBALO","Centropomidae"
2007,"Centropomus",627679.85,15253830.5,"Demersal marine fishes","ROBALO","Centropomidae"
2008,"Centropomus",657567.74,15413188,"Demersal marine fishes","ROBALO","Centropomidae"
2009,"Centropomus",741582.6,19195084,"Demersal marine fishes","ROBALO","Centropomidae"
2010,"Centropomus",724136.45,21502208,"Demersal marine fishes","ROBALO","Centropomidae"
2011,"Centropomus",641595.3,19056791,"Demersal marine fishes","ROBALO","Centropomidae"
2012,"Centropomus",825533.6,26374521,"Demersal marine fishes","ROBALO","Centropomidae"
2013,"Centropomus",977729.95,34062465,"Demersal marine fishes","ROBALO","Centropomidae"
2014,"Centropomus",1188553.12,47618197.2,"Demersal marine fishes","ROBALO","Centropomidae"
2015,"Centropomus",1091259.985,47746459.39,"Demersal marine fishes","ROBALO","Centropomidae"
2016,"Centropomus",1617964.81,74522243.84,"Demersal marine fishes","ROBALO","Centropomidae"
2017,"Centropomus",1581655.26,85238541.46,"Demersal marine fishes","ROBALO","Centropomidae"
2018,"Centropomus",1667979.948,96124456.1202,"Demersal marine fishes","ROBALO","Centropomidae"
2019,"Centropomus",1581465.661,101759032.9236,"Demersal marine fishes","ROBALO","Centropomidae"
2020,"Centropomus",1242104.2,77650210.3,"Demersal marine fishes","ROBALO","Centropomidae"
2021,"Centropomus",1653638.38,114376960,"Demersal marine fishes","ROBALO","Centropomidae"
2022,"Centropomus",1256894.74,76483918,"Demersal marine fishes","ROBALO","Centropomidae"
2023,"Centropomus",1141721,72207043,"Demersal marine fishes","ROBALO","Centropomidae"
2024,"Centropomus",1573685.513,120491529.1,"Demersal marine fishes","ROBALO","Centropomidae"
2000,"Cetengraulis",111230308.52,69445768,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2001,"Cetengraulis",124457771.12,7576806,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2003,"Cetengraulis",19058316.28,3224500,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2004,"Cetengraulis",82607206.44,25441900,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2005,"Cetengraulis",47260735.24,37580780,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2006,"Cetengraulis",128703969.68,223928626,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2007,"Cetengraulis",23887170.08,17376488,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2008,"Cetengraulis",31977699.12,22066707,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2009,"Cetengraulis",15405603.88,9181047,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2010,"Cetengraulis",13635495.36,10400647,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2011,"Cetengraulis",113179462.72,82459729,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2012,"Cetengraulis",297306807.52,266175093,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2013,"Cetengraulis",179129084.62,156337942,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2014,"Cetengraulis",60719386.84,62234903.6,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2015,"Cetengraulis",60839858.64,71333960.58,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2016,"Cetengraulis",11769203.4,15128118.5,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2017,"Cetengraulis",75434508.84,101113137.1,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2018,"Cetengraulis",34145793.64,36897337,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2019,"Cetengraulis",17911105.28,24151708,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2020,"Cetengraulis",12589607.98,19722096,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2021,"Cetengraulis",117062060.04,207934159,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2022,"Cetengraulis",63428994.88,121312245.32,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2023,"Cetengraulis",223069249,482662459,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2024,"Cetengraulis",78075835.02,182172983.01,"Anchovy & Sardine (small pelagics)","SARDINA","Engraulidae"
2000,"Chanos",5272.5,17270,"Diadromous fishes","OTRAS","Chanidae"
2001,"Chanos",7106,24605,"Diadromous fishes","OTRAS","Chanidae"
2002,"Chanos",33938.5,129680,"Diadromous fishes","OTRAS","Chanidae"
2003,"Chanos",37411,205421,"Diadromous fishes","OTRAS","Chanidae"
2004,"Chanos",13468.1,82833,"Diadromous fishes","OTRAS","Chanidae"
2005,"Chanos",9420.6,60433,"Diadromous fishes","OTRAS","Chanidae"
2006,"Chanos",31600.4,124862,"Diadromous fishes","OTRAS","Chanidae"
2007,"Chanos",289064,1023732.5,"Diadromous fishes","OTRAS","Chanidae"
2008,"Chanos",52404,234602,"Diadromous fishes","OTRAS","Chanidae"
2009,"Chanos",56404.2,282078,"Diadromous fishes","OTRAS","Chanidae"
2010,"Chanos",38040,245390,"Diadromous fishes","OTRAS","Chanidae"
2011,"Chanos",85616,558349,"Diadromous fishes","OTRAS","Chanidae"
2012,"Chanos",82345,479054,"Diadromous fishes","OTRAS","Chanidae"
2013,"Chanos",83743,498115,"Diadromous fishes","OTRAS","Chanidae"
2014,"Chanos",230100.6,1304021,"Diadromous fishes","OTRAS","Chanidae"
2015,"Chanos",380420.4,2705212,"Diadromous fishes","OTRAS","Chanidae"
2016,"Chanos",362743.4,2831661.69,"Diadromous fishes","OTRAS","Chanidae"
2017,"Chanos",253507,2246817,"Diadromous fishes","OTRAS","Chanidae"
2018,"Chanos",290180,2355457,"Diadromous fishes","OTRAS","Chanidae"
2019,"Chanos",503171.6,5068093,"Diadromous fishes","OTRAS","Chanidae"
2020,"Chanos",250275,2830134,"Diadromous fishes","OTRAS","Chanidae"
2021,"Chanos",422050.8,4449058,"Diadromous fishes","OTRAS","Chanidae"
2022,"Chanos",397430.7,4764643,"Diadromous fishes","OTRAS","Chanidae"
2023,"Chanos",586440,5401683,"Diadromous fishes","OTRAS","Chanidae"
2024,"Chanos",659921,6263617,"Diadromous fishes","OTRAS","Chanidae"
2012,"Chione",8600,34400,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2013,"Chione",146080,1383010,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2014,"Chione",192171,1873765,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2015,"Chione",57747,546203,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2016,"Chione",43321,262810,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2017,"Chione",155451,2235289.5,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2018,"Chione",612927,4721335.5,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2019,"Chione",388780,4523605,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2020,"Chione",171420,2363925,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2021,"Chione",231602,3438045,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2022,"Chione",649963,5374220,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2023,"Chione",280833,4150493,"Molluscs excl. Cephalopods","ALMEJA","Veneridae"
2000,"Coryphaena",89348.4,928447,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2001,"Coryphaena",139818.65,1551020,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2002,"Coryphaena",124200.35,1558389,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2003,"Coryphaena",544649.65,5053047,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2004,"Coryphaena",138439.45,1829936,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2005,"Coryphaena",143842.65,2029047,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2006,"Coryphaena",126748.8,1901606,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2007,"Coryphaena",194105.6,3003581,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2008,"Coryphaena",175890.55,2532838,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2009,"Coryphaena",238906.45,3461792,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2010,"Coryphaena",302064.25,5033342,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2011,"Coryphaena",244057.4,4968990,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2012,"Coryphaena",114362.6,2285461,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2013,"Coryphaena",183758.5,2867387,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2014,"Coryphaena",160780.85,3151926,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2015,"Coryphaena",122104.85,2779584,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2016,"Coryphaena",144833.2,4026002,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2017,"Coryphaena",97967.15,3268573.5,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2018,"Coryphaena",125707.8,3903577.5,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2019,"Coryphaena",145836.65,4677236,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2020,"Coryphaena",126863.8,3873887,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2021,"Coryphaena",122226.8,3759107,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2022,"Coryphaena",165685.05,5132670,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2023,"Coryphaena",184596,5474058,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2024,"Coryphaena",140983.58,4559281,"Pelagic marine fish (excl. anchovy & sardine)","OTRAS","Coryphaenidae"
2000,"Cynoscion",1988163.85,19959806,"Demersal marine fishes","CORVINA","Sciaenidae"
2001,"Cynoscion",4895282.55,42312677,"Demersal marine fishes","CORVINA","Sciaenidae"
2002,"Cynoscion",5059757.45,38346394,"Demersal marine fishes","CORVINA","Sciaenidae"
2003,"Cynoscion",4393115,41954272,"Demersal marine fishes","CORVINA","Sciaenidae"
2004,"Cynoscion",1951411,26402597,"Demersal marine fishes","CORVINA","Sciaenidae"
2005,"Cynoscion",1346932.05,17373222.75,"Demersal marine fishes","CORVINA","Sciaenidae"
2006,"Cynoscion",1516249.97,19455527.9,"Demersal marine fishes","CORVINA","Sciaenidae"
2007,"Cynoscion",5146801.2,54729548.71,"Demersal marine fishes","CORVINA","Sciaenidae"
2008,"Cynoscion",5576008.25,53137722,"Demersal marine fishes","CORVINA","Sciaenidae"
2009,"Cynoscion",6197356.5,67909208,"Demersal marine fishes","CORVINA","Sciaenidae"
2010,"Cynoscion",5205540.55,64878592,"Demersal marine fishes","CORVINA","Sciaenidae"
2011,"Cynoscion",1760750.7,25333965,"Demersal marine fishes","CORVINA","Sciaenidae"
2012,"Cynoscion",2672233.55,47992606,"Demersal marine fishes","CORVINA","Sciaenidae"
2013,"Cynoscion",1988966.7,42578006,"Demersal marine fishes","CORVINA","Sciaenidae"
2014,"Cynoscion",2010228.78,47980993.23,"Demersal marine fishes","CORVINA","Sciaenidae"
2015,"Cynoscion",2125875.251,56586817.02,"Demersal marine fishes","CORVINA","Sciaenidae"
2016,"Cynoscion",2377826.76,74502679.27,"Demersal marine fishes","CORVINA","Sciaenidae"
2017,"Cynoscion",2587633.32,82638948.22,"Demersal marine fishes","CORVINA","Sciaenidae"
2018,"Cynoscion",3178655.585,110244557.415,"Demersal marine fishes","CORVINA","Sciaenidae"
2019,"Cynoscion",3312323.52,118054715.684,"Demersal marine fishes","CORVINA","Sciaenidae"
2020,"Cynoscion",3138635.191,105413979.1967,"Demersal marine fishes","CORVINA","Sciaenidae"
2021,"Cynoscion",4530806.05,94599715.29,"Demersal marine fishes","CORVINA","Sciaenidae"
2022,"Cynoscion",3341150.45,104537651,"Demersal marine fishes","CORVINA","Sciaenidae"
2023,"Cynoscion",4576527,126310409,"Demersal marine fishes","CORVINA","Sciaenidae"
2024,"Cynoscion",6345866.354,165411698.33,"Demersal marine fishes","CORVINA","Sciaenidae"
2000,"Diapterus",27275,151866,"Demersal marine fishes","MOJARRA","Gerreidae"
2001,"Diapterus",22352,123122,"Demersal marine fishes","MOJARRA","Gerreidae"
2002,"Diapterus",8127,48389,"Demersal marine fishes","MOJARRA","Gerreidae"
2003,"Diapterus",20046,222441,"Demersal marine fishes","MOJARRA","Gerreidae"
2004,"Diapterus",32545,274334,"Demersal marine fishes","MOJARRA","Gerreidae"
2005,"Diapterus",17302,143404,"Demersal marine fishes","MOJARRA","Gerreidae"
2006,"Diapterus",315,2508,"Demersal marine fishes","MOJARRA","Gerreidae"
2007,"Diapterus",1439,12745,"Demersal marine fishes","MOJARRA","Gerreidae"
2008,"Diapterus",9699,70285,"Demersal marine fishes","MOJARRA","Gerreidae"
2009,"Diapterus",24330,214700,"Demersal marine fishes","MOJARRA","Gerreidae"
2010,"Diapterus",7236,87076,"Demersal marine fishes","MOJARRA","Gerreidae"
2011,"Diapterus",10140,98400,"Demersal marine fishes","MOJARRA","Gerreidae"
2012,"Diapterus",180504,760600,"Demersal marine fishes","MOJARRA","Gerreidae"
2013,"Diapterus",28565,286870,"Demersal marine fishes","MOJARRA","Gerreidae"
2014,"Diapterus",32361,372077,"Demersal marine fishes","MOJARRA","Gerreidae"
2015,"Diapterus",35185,350760,"Demersal marine fishes","MOJARRA","Gerreidae"
2016,"Diapterus",33230,355809,"Demersal marine fishes","MOJARRA","Gerreidae"
2017,"Diapterus",21608,254486,"Demersal marine fishes","MOJARRA","Gerreidae"
2018,"Diapterus",68060,1001875,"Demersal marine fishes","MOJARRA","Gerreidae"
2019,"Diapterus",54715,692866,"Demersal marine fishes","MOJARRA","Gerreidae"
2020,"Diapterus",52863,563940,"Demersal marine fishes","MOJARRA","Gerreidae"
2021,"Diapterus",35376,599172,"Demersal marine fishes","MOJARRA","Gerreidae"
2022,"Diapterus",71749,1029018,"Demersal marine fishes","MOJARRA","Gerreidae"
2023,"Diapterus",33576,483092,"Demersal marine fishes","MOJARRA","Gerreidae"
2024,"Diapterus",60365,737958,"Demersal marine fishes","MOJARRA","Gerreidae"
2000,"Diplectrum",42273.65,830507,"Demersal marine fishes","OTRAS","Serranidae"
2001,"Diplectrum",38491.85,735235,"Demersal marine fishes","OTRAS","Serranidae"
2002,"Diplectrum",72918.85,1472540,"Demersal marine fishes","OTRAS","Serranidae"
2003,"Diplectrum",68636.9,1221597,"Demersal marine fishes","OTRAS","Serranidae"
2004,"Diplectrum",63681.9,1236603,"Demersal marine fishes","OTRAS","Serranidae"
2005,"Diplectrum",18066.05,409153,"Demersal marine fishes","OTRAS","Serranidae"
2006,"Diplectrum",31273.7,670965,"Demersal marine fishes","OTRAS","Serranidae"
2007,"Diplectrum",13251.7,306221.5,"Demersal marine fishes","OTRAS","Serranidae"
2008,"Diplectrum",20460.5,474158,"Demersal marine fishes","OTRAS","Serranidae"
2009,"Diplectrum",13392.75,308017,"Demersal marine fishes","OTRAS","Serranidae"
2010,"Diplectrum",9959.95,181105,"Demersal marine fishes","OTRAS","Serranidae"
2011,"Diplectrum",13020.6,319910,"Demersal marine fishes","OTRAS","Serranidae"
2012,"Diplectrum",35615.9,804937,"Demersal marine fishes","OTRAS","Serranidae"
2013,"Diplectrum",34242.5,896695,"Demersal marine fishes","OTRAS","Serranidae"
2014,"Diplectrum",32678.95,884705,"Demersal marine fishes","OTRAS","Serranidae"
2015,"Diplectrum",87594.78,2672899,"Demersal marine fishes","OTRAS","Serranidae"
