"year","OHI_region_est","estimated_genus_name","annual_Catch_kg","n_landings_records","mean_Catch_2018.22_kg","n_years_Catch_2018.22","status_adjusted","control_adjusted","carta_provenance","n_species","n_species_original","carta_recommendation_source","catch_vs_reference_expectation","C_ref","Stock_Status_year.genus.region","Stock_Status_year.genus_mean","Stock_Status_final"
2021,"region_6","panulirus",7420,14,15756.8,5,"maximally harvested","no increase","genus aggregation; mode across 4 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)",4,4,"genus aggregation; mode across 4 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",15756.8,1,0.975706221508828,1
2022,"region_6","panulirus",15150,13,15756.8,5,"maximally harvested","no increase","genus aggregation; mode across 4 original and 0 gapfilled species-level recommendations in this region for year 2022 (ties: most conservative status_adjusted and control_adjusted)",4,4,"genus aggregation; mode across 4 original and 0 gapfilled species-level recommendations in this region for year 2022 (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",15756.8,1,0.949683416573594,1
2023,"region_6","panulirus",18353,12,15756.8,5,"maximally harvested","no increase","genus aggregation; mode across 4 original and 0 gapfilled species-level recommendations in this region for year 2023 (ties: most conservative status_adjusted and control_adjusted)",4,4,"genus aggregation; mode across 4 original and 0 gapfilled species-level recommendations in this region for year 2023 (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",15756.8,0.858540838010135,0.94821188155072,0.858540838010135
2024,"region_6","panulirus",23760,22,15756.8,5,"maximally harvested","no increase","genus aggregation; mode across 4 original and 0 gapfilled species-level recommendations in this region for year 2024 (ties: most conservative status_adjusted and control_adjusted)",4,4,"genus aggregation; mode across 4 original and 0 gapfilled species-level recommendations in this region for year 2024 (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",15756.8,0.663164983164983,0.921748853942732,0.663164983164983
2018,"region_6","paralabrax",133996.3,224,534870.48,5,"maximally harvested","no increase","genus-wide gapfill; carta_status and carta_control for year 2018 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region",0,0,"genus-wide gapfill; carta_status and carta_control for year 2018 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region","penalized if catch exceeds 2018-2022 mean; not penalized below mean",534870.48,1,0.954732831013741,1
2019,"region_6","paralabrax",441095.5,313,534870.48,5,"maximally harvested","no increase","genus-wide gapfill; carta_status and carta_control for year 2019 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region",0,0,"genus-wide gapfill; carta_status and carta_control for year 2019 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region","penalized if catch exceeds 2018-2022 mean; not penalized below mean",534870.48,1,0.937877056136316,1
2020,"region_6","paralabrax",657887.9,507,534870.48,5,"maximally harvested","no increase","genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region",0,0,"genus-wide gapfill; carta_status and carta_control for year 2020 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region","penalized if catch exceeds 2018-2022 mean; not penalized below mean",534870.48,0.813011578416323,0.960588777492964,0.813011578416323
2021,"region_6","paralabrax",749840,587,534870.48,5,"maximally harvested","no increase","genus-wide gapfill; carta_status and carta_control for year 2021 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region",0,0,"genus-wide gapfill; carta_status and carta_control for year 2021 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region","penalized if catch exceeds 2018-2022 mean; not penalized below mean",534870.48,0.713312813400192,0.875308473007357,0.713312813400192
2022,"region_6","paralabrax",691532.7,591,534870.48,5,"maximally harvested","no increase","genus-wide gapfill; carta_status and carta_control for year 2022 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region",0,0,"genus-wide gapfill; carta_status and carta_control for year 2022 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region","penalized if catch exceeds 2018-2022 mean; not penalized below mean",534870.48,0.773456526350815,0.744815067456084,0.773456526350815
2023,"region_6","paralabrax",655355,602,534870.48,5,"maximally harvested","no increase","genus-wide gapfill; carta_status and carta_control for year 2023 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region",0,0,"genus-wide gapfill; carta_status and carta_control for year 2023 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region","penalized if catch exceeds 2018-2022 mean; not penalized below mean",534870.48,0.816153809767225,0.683318631875521,0.816153809767225
2024,"region_6","paralabrax",679687.1,554,534870.48,5,"maximally harvested","no increase","genus-wide gapfill; carta_status and carta_control for year 2024 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region",0,0,"genus-wide gapfill; carta_status and carta_control for year 2024 assigned from mode across 4 original and 0 gapfilled species-level recommendations pooled across 4 OHI regions with original Carta data; same values applied to every missing region","penalized if catch exceeds 2018-2022 mean; not penalized below mean",534870.48,0.786936341737249,0.717406291088376,0.786936341737249
2020,"region_6","prionace",41693.75,2,20272.9166666667,3,"maximally harvested","no increase","genus-wide gapfill; carta Stock_Status score derived from year x genus mean",1,1,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2020 (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",20272.9166666667,NA,1,1
2021,"region_6","prionace",18125,1,20272.9166666667,3,"maximally harvested","no increase","genus-wide gapfill; carta Stock_Status score derived from year x genus mean",1,1,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2021 (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",20272.9166666667,NA,0.904278496432971,0.904278496432971
2022,"region_6","prionace",1000,1,20272.9166666667,3,"maximally harvested","no increase","genus-wide gapfill; carta Stock_Status score derived from year x genus mean",1,1,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2022 (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",20272.9166666667,NA,0.891050058566581,0.891050058566581
2024,"region_6","prionace",9870,2,20272.9166666667,3,"maximally harvested","no increase","genus-wide gapfill; carta Stock_Status score derived from year x genus mean",1,1,"genus aggregation; mode across 1 original and 0 gapfilled species-level recommendations in this region for year 2024 (ties: most conservative status_adjusted and control_adjusted)","penalized if catch exceeds 2018-2022 mean; not penalized below mean",20272.9166666667,NA,0.349123360475407,0.349123360475407
