"recorded_taxa_group","recorded_taxa_name_clean","common_name_clean","scientific_name_recorded_T.F","recorded_scientific_name","IHH_fishery","IHH_highest_taxonomic_id","IHH_highest_taxonomic_resolution","IHH_species","IHH_genus","IHH_family","IHH_order","IHH_class","IHH_functional_major_groups_sm","Hem_species_1","Hem_species_2","Hem_species_3","Hem_species_4","Hem_species_5","Hem_species_6","Hem_species_7","Hem_species_8","Hem_species_9","Hem_species_10","Hem_species_11","Hem_species_12","Hem_species_13","Hem_species_14","Hem_species_15","Hem_species_16","Hem_species_17","Hem_species_18","Hem_species_19","Hem_species_20","estimated_species_name","species_est_certainty","species_est_reasoning","estimated_genus_name","genus_est_reasoning","estimated_family_name","family_est_reasoning"
"CINTILLA","SABLE","sable",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Trichiurus lepturus","Trichiurus nitens","Anoplopoma fimbria","Lepidopus fitchi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","medium confidence","conflicting matches in Hem's key and no data from IHH",NA,"genus unknown",NA,"family unknown"
"OTRAS","PURO","puro",FALSE,NA,"No ID","Marine species NEI","Other - Functional Group","NEI","NEI","NEI","NEI","NEI","Marine species NEI","Carcharhinus porosus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEI","low confidence","mismatch between keys","NEI","genus derived from known species","NEI","family derived from IHH key"
"CAZON","CAZON LIMON (CARCHARHINUS ACRONOTUS)","cazon limon",TRUE,"Carcharhinus Acronotus","Tiburon","Negaprion brevirostris","Species","Negaprion brevirostris","Negaprion","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Demersal marine fishes","Carcharhinus acronotus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carcharhinus Acronotus","virtually certain","name was recorded in CONAPESCA","Carcharhinus","genus derived from known species","Carcharhinidae","family derived from IHH key"
"LISA","CHURRA","churra",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mugil cephalus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mugil cephalus","high confidence","match to Hem's key","Mugil","genus derived from known species","family missing but genus available","family unknown but genus available"
"BANDERA","TACAZONTLE","tacazontle",FALSE,NA,"Escama","Gerreidae","Family","NEI","NEI","Gerreidae","Perciformes","Actinopterygii","Demersal marine fishes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEI","high confidence","match to IHH key","NEI","genus derived from known species","Gerreidae","family derived from IHH key"
"PECES DE ORNATO","ESPADA","espada",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"ESMEDREGAL","ESMEDREGAL LIMON","esmedregal limon",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"OTRAS","MEJILLON MEDITERRANEO (MYTILUS GALLOPROVINCIALIS)","mejillon mediterraneo",TRUE,"Mytilus Galloprovincialis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mytilus Galloprovincialis","virtually certain","name was recorded in CONAPESCA","Mytilus","genus derived from known species","family missing but genus available","family unknown but genus available"
"OSTION","OSTION KUMAMOTO (CRASSOSTREA SIKAMEA)","ostion kumamoto",TRUE,"Crassostrea Sikamea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crassostrea Sikamea","virtually certain","name was recorded in CONAPESCA","Crassostrea","genus derived from known species","Ostreidae","unique family match from Erica's key"
"CAMARON","CAMARON BLANCO DEL ATLANTICO","camaron blanco del atlantico",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"ALMEJA","ALMEJA REINA","almeja reina",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"TIBURON","GALANO","galano",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negaprion brevirostris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Negaprion brevirostris","high confidence","match to Hem's key","Negaprion","genus derived from known species","family missing but genus available","family unknown but genus available"
"OTRAS","COJINETE","cojinete",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"OTRAS","BACINICO","bacinico",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"ALMEJA","ALMEJA CALLO ARBOL","almeja callo arbol",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"MOJARRA","MOJARRA VERDE","mojarra verde",FALSE,NA,"Escama","Gerreidae","Family","NEI","NEI","Gerreidae","Perciformes","Actinopterygii","Demersal marine fishes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NEI","high confidence","match to IHH key","NEI","genus derived from known species","Gerreidae","family derived from IHH key"
"OTRAS","TOLETE","tolete",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphyraena barracuda","Sphyraena ensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","medium confidence","conflicting matches in Hem's key and no data from IHH",NA,"genus unknown",NA,"family unknown"
"BONITO","BONITO","bonito",FALSE,NA,"Escama","Caranx caballus","Species","Caranx caballus","Caranx","Carangidae","Perciformes","Actinopterygii","Pelagic marine fishes","Diplectrum eumelum","Euthynnus lineatus","Katsuwonus pelamis","Sarda chiliensis","Sarda orientalis ","Thunnus alalunga","Chloroscombrus orqueta","Auxis rochei","Auxis thazard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Caranx caballus","low confidence","mismatch between keys","Caranx","genus derived from known species","Carangidae","family derived from IHH key"
"OTRAS","CORVINATO","corvinato",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"TIBURON","PALA","pala",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphyrna tiburo","medium confidence","match to Erica's key","Sphyrna","genus derived from known species","family missing but genus available","family unknown but genus available"
"ABULON","ABULON CHINO","abulon chino",FALSE,NA,"Abulon","Haliotis sorenseni","Species","Haliotis sorenseni","Haliotis","Haliotidae","Lepetellida","Gastropoda","Molluscs excl. Cephalopods","Haliotis sorenseni ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haliotis sorenseni","high confidence","logical match in both keys","Haliotis","genus derived from known species","Haliotidae","family derived from IHH key"
"OTRAS","BAINA","baina",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"ESMEDREGAL","ESMEDREGAL","esmedregal",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"ALMEJA","ALMEJA CATARINA (ARGOPECTEN VENTRICOSUS)","almeja catarina",TRUE,"Argopecten Ventricosus","Almeja","Argopecten ventricosus","Species","Argopecten ventricosus","Argopecten","Pectinidae","Pectinida","Bivalvia","Molluscs excl. Cephalopods","Argopecten irradians",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Argopecten Ventricosus","virtually certain","name was recorded in CONAPESCA","Argopecten","genus derived from known species","Pectinidae","family derived from IHH key"
"OTRAS","","",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"OSTION","OSTION JAPONES (MAGALLANA GIGAS)","ostion japones",TRUE,"Magallana Gigas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crassostrea gigas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magallana Gigas","virtually certain","name was recorded in CONAPESCA","Magallana","genus derived from known species","Ostreidae","unique family match from Erica's key"
"OSTION","OSTION JAPONES (CRASSOSTREA GIGAS)","ostion japones",TRUE,"Crassostrea Gigas",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crassostrea gigas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crassostrea Gigas","virtually certain","name was recorded in CONAPESCA","Crassostrea","genus derived from known species","Ostreidae","unique family match from Erica's key"
"OTRAS","TOPOTE DEL PACÍFICO","topote del pacífico",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"OTRAS","CALLO MEDIA LUNA","callo media luna",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"OSTION","OSTION AMERICANO","ostion americano",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown","Ostreidae","unique family match from Erica's key"
"OTRAS","CALLO","callo",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"TIBURON","TIBURON ZORRO PINTO (ALOPIAS VULPINUS)","tiburon zorro pinto",TRUE,"Alopias Vulpinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alopias Vulpinus","virtually certain","name was recorded in CONAPESCA","Alopias","genus derived from known species","family missing but genus available","family unknown but genus available"
"TIBURON","TIBURON CORNUDA GIGANTE (SYPYRNA MOKARRAN)","tiburon cornuda gigante",TRUE,"Sypyrna Mokarran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sypyrna Mokarran","virtually certain","name was recorded in CONAPESCA","Sypyrna","genus derived from known species","family missing but genus available","family unknown but genus available"
"OTRAS","MARLIN BLANCO","marlin blanco",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tetrapturus albidus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tetrapturus albidus","high confidence","match to Hem's key","Tetrapturus","genus derived from known species","family missing but genus available","family unknown but genus available"
"OTRAS","JORDAN","jordan",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"TIBURON","TIBURON CORNUDA GIGANTE (SPHYRNA MOKARRAN)","tiburon cornuda gigante",TRUE,"Sphyrna Mokarran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphyrna Mokarran","virtually certain","name was recorded in CONAPESCA","Sphyrna","genus derived from known species","family missing but genus available","family unknown but genus available"
"OTRAS","MATAPERRO","mataperro",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphoeriodes testudinaeus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphoeriodes testudinaeus","high confidence","match to Hem's key","Sphoeriodes","genus derived from known species","family missing but genus available","family unknown but genus available"
"TIBURON","TIBURON LOBERO","tiburon lobero",FALSE,NA,"Tiburon","Carcharhinus brachyurus","Species","Carcharhinus brachyurus","Carcharhinus","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Demersal marine fishes","Carcharhinus brachyurus","Carcharhinus leucas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carcharhinus brachyurus","high confidence","logical match in both keys","Carcharhinus","genus derived from known species","Carcharhinidae","family derived from IHH key"
"MOJARRA","MOJARRITA BANDERA","mojarrita bandera",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eucinostomus currani",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Eucinostomus currani","high confidence","match to Hem's key","Eucinostomus","genus derived from known species","family missing but genus available","family unknown but genus available"
"OTRAS","ROCA SE","roca se",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"OTRAS","PEZ GLOBO","pez globo",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arothron setosus","Arothron hispidus","Arothron meleagris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","medium confidence","conflicting matches in Hem's key and no data from IHH",NA,"genus unknown",NA,"family unknown"
"TIBURON","CAÑA HUECA","caña hueca",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"ALMEJA","ALMEJA RAYA","almeja raya",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chione californiensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chione californiensis","high confidence","match to Hem's key","Chione","genus derived from known species","family missing but genus available","family unknown but genus available"
"OTRAS","LORO JABONERO","loro jabonero",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicholsina usta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nicholsina usta","high confidence","match to Hem's key","Nicholsina","genus derived from known species","family missing but genus available","family unknown but genus available"
"OTRAS","BALAO","balao",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemiramphus balao ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hemiramphus balao","high confidence","match to Hem's key","Hemiramphus","genus derived from known species","family missing but genus available","family unknown but genus available"
"CARPA","CARPA ESCAMUDA","carpa escamuda",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"OTRAS","NACA","naca",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dormitator maculatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dormitator maculatus","high confidence","match to Hem's key","Dormitator","genus derived from known species","family missing but genus available","family unknown but genus available"
"OTRAS","MEJILLON CALIFORNIA","mejillon california",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"ATUN","ATUN ALETA AMARILLA","atun aleta amarilla",FALSE,NA,"Tunidos","Thunnus albacares","Species","Thunnus albacares","Thunnus","Scombridae","Perciformes","Actinopterygii","Pelagic marine fishes","Thunnus albacares",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Thunnus albacares","high confidence","logical match in both keys","Thunnus","genus derived from known species","Scombridae","family derived from IHH key"
"ALMEJA","ALMEJA GENEROSA (PANOPEA GENEROSA)","almeja generosa",TRUE,"Panopea Generosa","Almeja","Panopea generosa","Species","Panopea generosa","Panopea","Hiatellidae","Adapedonta","Bivalvia","Molluscs excl. Cephalopods","Panopea generosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Panopea Generosa","virtually certain","name was recorded in CONAPESCA","Panopea","genus derived from known species","Hiatellidae","family derived from IHH key"
"BAGRE","BASA","basa",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"MOJARRA","MOJARRA MEXICANA","mojarra mexicana",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"PECES DE ORNATO","MOLLY","molly",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"OTRAS","CANGREJO ARAÑA","cangrejo araña",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"OTRAS","CALLO HACHA LARGO","callo hacha largo",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"OSTION","OSTION EUROPEO","ostion europeo",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown","Ostreidae","unique family match from Erica's key"
"ALMEJA","ALMEJA LODERA","almeja lodera",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"OTRAS","LAGARTO","lagarto",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Synodus foetens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Synodus foetens","high confidence","match to Hem's key","Synodus","genus derived from known species","family missing but genus available","family unknown but genus available"
"SARDINA","SARDINA MONTERREY","sardina monterrey",FALSE,NA,"Pelagicos Menores","Sardinops sagax","Species","Sardinops sagax","Sardinops","Clupeidae","Clupeiformes","Actinopterygii","Pelagic marine fishes","Sardinops caeruleus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sardinops sagax","low confidence","mismatch between keys","Sardinops","genus derived from known species","Clupeidae","family derived from IHH key"
"SARDINA","PI�A","pi�a",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"TIBURON","TIBURON COLUDO","tiburon coludo",FALSE,NA,"Tiburon","Alopias pelagicus","Species","Alopias pelagicus","Alopias","Alopiidae","Lamniformes","Elasmobranchii","Demersal marine fishes","Alopias pelagicus","Alopias superciliosus","Alopias vulpinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alopias pelagicus","high confidence","logical match in both keys","Alopias","genus derived from known species","Alopiidae","family derived from IHH key"
"TIBURON","TIBURON AZUL","tiburon azul",FALSE,NA,"Tiburon","Prionace glauca","Species","Prionace glauca","Prionace","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Demersal marine fishes","Prionace glauca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prionace glauca","high confidence","logical match in both keys","Prionace","genus derived from known species","Carcharhinidae","family derived from IHH key"
"TIBURON","TIBURON MAKO","tiburon mako",FALSE,NA,"Tiburon","Isurus oxyrinchus","Species","Isurus oxyrinchus","Isurus","Lamnidae","Lamniformes","Elasmobranchii","Demersal marine fishes","Isurus oxyrinchus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isurus oxyrinchus","high confidence","logical match in both keys","Isurus","genus derived from known species","Lamnidae","family derived from IHH key"
"TIBURON","TIBURON CORNUDA PRIETA","tiburon cornuda prieta",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphyrna zygaena","medium confidence","match to Erica's key","Sphyrna","genus derived from known species","family missing but genus available","family unknown but genus available"
"TIBURON","TIBURON TUNERO","tiburon tunero",FALSE,NA,"Tiburon","Carcharhinus falciformis","Species","Carcharhinus falciformis","Carcharhinus","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Demersal marine fishes","Carcharhinus falciformis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carcharhinus falciformis","high confidence","logical match in both keys","Carcharhinus","genus derived from known species","Carcharhinidae","family derived from IHH key"
"OTRAS","PEZ ESPADA","pez espada",FALSE,NA,"Escama","Xiphias gladius","Species","Xiphias gladius","Xiphias","Xiphiidae","Perciformes","Actinopterygii","Pelagic marine fishes","Xiphias gladius",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Xiphias gladius","high confidence","logical match in both keys","Xiphias","genus derived from known species","Xiphiidae","family derived from IHH key"
"TIBURON","TIBURON ZORRO PINTO","tiburon zorro pinto",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alopias vulpinus","medium confidence","match to Erica's key","Alopias","genus derived from known species","family missing but genus available","family unknown but genus available"
"FAUNA","FAUNA ACOMPA�AMIENTO","fauna acompa�amiento",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unknown","not applicable","no data in keys",NA,"genus unknown",NA,"family unknown"
"TIBURON","GRILLO","grillo",FALSE,NA,"Tiburon","Alopias superciliosus","Species","Alopias superciliosus","Alopias","Alopiidae","Lamniformes","Elasmobranchii","Demersal marine fishes","Alopias superciliosus","Alopias vulpinus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Alopias superciliosus","high confidence","logical match in both keys","Alopias","genus derived from known species","Alopiidae","family derived from IHH key"
"TIBURON","TIBURON VOLADOR (CARCHARHINUS LIMBATUS)","tiburon volador",TRUE,"Carcharhinus Limbatus","Tiburon","Carcharhinus limbatus","Species","Carcharhinus limbatus","Carcharhinus","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Demersal marine fishes","Carcharhinus limbatus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carcharhinus Limbatus","virtually certain","name was recorded in CONAPESCA","Carcharhinus","genus derived from known species","Carcharhinidae","family derived from IHH key"
"TIBURON","TIBURON TUNERO O CAFE","tiburon tunero o cafe",FALSE,NA,"Tiburon","Carcharhinus falciformis","Species","Carcharhinus falciformis","Carcharhinus","Carcharhinidae","Carcharhiniformes","Elasmobranchii","Demersal marine fishes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carcharhinus falciformis","high confidence","match to IHH key","Carcharhinus","genus derived from known species","Carcharhinidae","family derived from IHH key"
