common_name,species,species_synonym
PARGO SE,Lutjanus argentiventris,Serranus lamprurus 
PARGO SE,Lutjanus argentiventris,Mesoprion argentiventris 
PARGO SE,Lutjanus argentiventris,Lutjanus lamprurus 
PARGO SE,Lutjanus colorado,Lutjanus colorado 
PARGO SE,Lutjanus guttatus,Mesoprion guttatus 
PARGO SE,Lutjanus inermis,Lutjanus inermis 
PARGO SE,Lutjanus inermis,Mesoprion inermis 
PARGO SE,Lutjanus inermis,Rabirubia inermis 
PARGO SE,Lutjanus jordani,Neomaensis jordani 
PARGO SE,Lutjanus novemfasciatus,Lutjanus prieto 
PARGO SE,Lutjanus novemfasciatus,Jordanichthys holei 
PARGO SE,Lutjanus novemfasciatus,Mesoprion pacificus 
PARGO SE,Lutjanus peru,Neomaenis peru 
PARGO SE,Lutjanus viridis,Diacope viridis 
Pata de cabra,NA,NA
PAYASO,Abudefduf declivifrons,Euschistodus declivifrons
PEJE LAGARTO,Lepidoseus viridis,NA
PEJE PLUMA,Calamus arctifrons,Calamus artifrons
PEJEFUERTE,Seriola rivoliana,  
PEJEFUERTE,Seriola rivoliana,Seriola colburni 
PEJEFUERTE,Seriola rivoliana,Seriola bonariensis 
PEJEFUERTE,Seriola rivoliana,Seriola falcata 
PEJEFUERTE,Seriola rivoliana,Seriola coronata 
PEJEFUERTE,Seriola rivoliana,Seriola rivolina 
PEJEFUERTE,Seriola rivoliana,Seriola dubia 
PEJEFUERTE,Seriola rivoliana,Seriola proxima 
PEJEFUERTE,Seriola rivoliana,Seriola rivolacea 
PEJEFUERTE,Seriola rivoliana,Seriola ligulata 
PEJEFUERTE,Seriola rivoliana,Seriola declivis 
PEJEFUERTE,Seriola rivoliana,Seriola songoro 
PEJEFUERTE,Seriola rivoliana,Seriola bovinoculata 
PEJEFUERTE,Seriola rivoliana,Seriola ravoliana 
PEJEPUERCO,Balistes vetula,Balistes bellus
PEJEPUERCO,Balistes vetula,Balistes equestris 
PEJEPUERCO,Balistes vetula,Balistes vetula trinitatis
PEJEPUERCO,Balistes vetula,Balistoides vetula
PEJERREY,Atherinopsis californiensis,Atherina storeri 
PEJERREY,Atherinopsis californiensis,Atherinopsis sonorae 
PEJERREY,Atherinella eriarcha,Eurystole eriarcha
PEJERREY,Atherinops affinis,Atherinops affinis affinis
PEJERREY,Atherinops affinis,Atherinops affinis littoralis
PEJERREY,Atherinops affinis,Atherinops cedroscensis
PEJERREY,Atherinops affinis,Atherinops guadalupae 
PEJERREY,Atherinops affinis,Atherinops insularum
PEJERREY,Atherinops affinis,Atherinops insularum cedroscensis 
PEJERREY,Atherinops affinis,Atherinops insularum guadalupae
PEJERREY,Atherinops affinis,Atherinops littoralis
PEJERREY,Atherinops affinis,Atherinops magdalenae 
PEJERREY,Atherinops affinis,Atherinops oregonia
PEJERREY,Atherinops affinis,Atherinopsis affinis
PEJERREY,Colpichthys regis,Atherinops regis
PEJERREY,Leuresthes sardina ,Atherina sardina
PEJERREY,Leuresthes sardina ,Menidia clara
PEJERREY,Leuresthes sardina ,Leuresthes clara 
PEJERREY,Membras gilberti ,Menidia gilberti 
PELONA,Cynoscion stolzmanni,Otolithus stolzmanni
PELONA,Micropogonias ectenes,Micropogon ectenes 
PELUQUERO,Chaetodipterus faber ,Chaetodon faber 
PEPINO DE MAR,Isostichopus fuscus ,Stichopus fuscus
PEPINO DE MAR,Parastichopus parvimensis ,Apostichopus parvimensis
PEPINO DE MAR,Parastichopus parvimensis ,Stichopus parvimensis
PEPINO DE MAR CAFE,Isostichopus badionotus,Isostichopus badionotus 
PEPINO DE MAR CAFE,Isostichopus badionotus,Stichopus badionotus 
PEPINO DE MAR CAFE,Isostichopus badionotus,Stichopus acanthomela 
PEPINO DE MAR CAFE,Isostichopus badionotus,Stichopus assimilis 
PEPINO DE MAR CAFE,Isostichopus badionotus,Stichopus diaboli 
PEPINO DE MAR CAFE,Isostichopus badionotus,Stichopus errans 
PEPINO DE MAR CAFE,Isostichopus badionotus,Stichopus haytiensis 
PEPINO DE MAR CAFE,Isostichopus badionotus,Stichopus maculatus 
PEPINO DE MAR CAFE,Isostichopus badionotus,Stichopus moebii 
PEPINO DE MAR CAFE,Isostichopus badionotus,Stichopus xanthomela 
PERCA SE,Girella simplicidens,Girella simplicidens 
PERCEBE,Pollicipes pollicipes,Pollicipes cornucopia
PERICO,Scarus perrico,Pseudoscarus perrico
PERICO,Scarus perrico,Callyodon microps
PERICO,Scarus perrico,Scarus dubius
PERICO,Scarus perrico,Scarus hildebrandi 
PERICO,Scarus rubroviolaceus ,Scarops rubroviolaceus
PERICO,Scarus rubroviolaceus ,Callyodon ruberrimus 
PERICO,Scarus rubroviolaceus ,Scarus jordani
PERICO,Scarus rubroviolaceus ,Margaritodon africanus
PERICO,Scarus rubroviolaceus ,Callyodon jordani
PERICO,Scarus rubroviolaceus ,Callyodon rubroviolaceus
PERICO,Scarus rubroviolaceus ,Callyodon rubrovidaceus
PERICO,Scarus rubroviolaceus ,Pseudoscarus jordani 
PERICO,Scarus rubroviolaceus ,Callyodon africanus
PERICO,Scarus rubroviolaceus ,Scarus chlorodon
PERICO,Scarus ghobban ,Callyodon ghobban
PERICO,Scarus ghobban ,Scarus lacerta
PERICO,Scarus ghobban ,Scarus dussumieri
PERICO,Scarus ghobban ,Callyodon fuscocuneus 
PERICO,Scarus ghobban ,Hemistoma reticulata 
PERICO,Scarus ghobban ,Callyodon dussumieri 
PERICO,Scarus ghobban ,Scarus ghoban
PERICO,Scarus ghobban ,Scarus fehlmanni
PERICO,Scarus ghobban ,Pseudoscarus flavipinnis
PERICO,Scarus ghobban ,Pseudoscarus nudirostris
PERICO,Scarus ghobban ,Callyodon guttatus
PERICO,Scarus ghobban ,Scarus toshi
PERICO,Scarus ghobban ,Scarus pyrrostethus
PERICO,Scarus ghobban ,Scarus magrathii 
PERICO,Scarus ghobban ,Scarus haridoides
PERICO,Scarus compressus ,Callyodon compressus 
PERICO,Nicholsina denticulata ,Xenoscarus denticulatus
PERICO,Nicholsina denticulata ,Xenoscarus hubbsi 
PESCADA,Stereolepis gigas ,NA
PESCADILLA,Merluccius productus,Homalopomus trowbridgii 
PESCADILLA,Merluccius productus,Merlangus productus
PESCADO BLANCO,Chirostoma estor,Atherinichthys albus 
PESCADO BLANCO,Chirostoma estor,Chirostoma michoacanae
PESCADO BLANCO,Chirostoma estor,Chirostoma estor estor 
PESCADO BLANCO,Chirostoma estor,Chirostoma estor pacanda 
PESCADO NO APTO PARA EMPAQUE,NA,NA  
PETILLO,NA,NA  
PETO,Acanthocybium solandri,Acanthocybium solandri 
PETO,Acanthocybium solandri,Acanthocybium forbesi 
PETO,Acanthocybium solandri,Acanthocybium petus 
PETO,Acanthocybium solandri,Acanthocybium sara 
PETO,Acanthocybium solandri,Acanthocybium solanderi 
PETO,Acanthocybium solandri,Acanthoscybium solanderi 
PETO,Acanthocybium solandri,Acantocybium solandri 
PETO,Acanthocybium solandri,Cybium solandri 
PETO,Acanthocybium solandri,Cybium sara 
PETO,Acanthocybium solandri,Cybium petus 
PETO,Acanthocybium solandri,Scomber amarui 
PETO,Acanthocybium solandri,Cybium verany 
PEZ CORNETA,Fistularia petimba,Fistularia rubra
PEZ CORNETA,Fistularia petimba,Fistularia serrata 
PEZ CORNETA,Fistularia petimba,Fistularia immaculata
PEZ CORNETA,Fistularia petimba,Fistularia villosa 
PEZ CORNETA,Fistularia petimba,Fistularia patimba
PEZ CORNETA,Fistularia petimba,Fistularia starksi 
PEZ ESPADA,Xiphias gladius,Xiphias thermaicus
PEZ ESPADA,Xiphias gladius,Xiphias rondeletti 
PEZ ESPADA,Xiphias gladius,Phaethonichthys tuberculatus 
PEZ ESPADA,Xiphias gladius,Xiphias estara
PEZ ESPADA,Xiphias gladius,Xiphasia gladius 
PEZ ESPADA,Xiphias gladius,Xiphias gladius
PEZ ESPADA,Xiphias gladius,Xiphias imperator
PEZ ESPADA,Xiphias gladius,Tetrapterus imperator 
PEZ GALLO,Nematistius pectoralis,NA
PEZ GLOBO,Arothron setosus,Arothron meleagris
PEZ GLOBO,Arothron setosus,Arothron ophryas
PEZ GLOBO,Arothron setosus,Ovoides latifrons
PEZ GLOBO,Arothron setosus,Tetraodon lacrymatus
PEZ GLOBO,Arothron setosus,Tetraodon meleagris
PEZ GLOBO,Arothron setosus,Tetrodon meleagris 
PEZ GLOBO,Arothron setosus,Tetrodon setosus
PEZ GLOBO,Arothron hispidus ,Tetraodon hispidus
PEZ GLOBO,Arothron hispidus ,Tetraodon perspicillaris
PEZ GLOBO,Arothron hispidus ,Crayracion hispidus 
PEZ GLOBO,Arothron hispidus ,Tetrodon hispidus 
PEZ GLOBO,Arothron hispidus ,Dilobomycterus hispidus 
PEZ GLOBO,Arothron hispidus ,Tetrodon laterna 
PEZ GLOBO,Arothron hispidus ,Tetraodon sazanami 
PEZ GLOBO,Arothron hispidus ,Tetraodon semistriatus 
PEZ GLOBO,Arothron hispidus ,Tetrodon pusillus
PEZ GLOBO,Arothron hispidus ,Takifugu hispidus
PEZ GLOBO,Arothron meleagris,Arothron ophryas
PEZ GLOBO,Arothron meleagris,Ovoides latifrons 
PEZ GLOBO,Arothron meleagris,Tetraodon lacrymatus
PEZ GLOBO,Arothron meleagris,Tetraodon meleagris
PEZ GLOBO,Arothron meleagris,Tetrodon meleagris 
PEZ GLOBO,Arothron meleagris,Tetrodon setosus
PEZ GUITARRA,Rhinobatos glaucostigma,Rhinobatos glaucostigma 
PEZ GUITARRA,Rhinobatos glaucostigma,Rhinobatus glaucostigma 
PEZ GUITARRA,Rhinobatos glaucostigma,Rhinobatos glaucostigmus 
PEZ GUITARRA,Rhinobatos leucorhynchus,Rhinobatos leucorhynchus 
PEZ GUITARRA,Rhinobatos leucorhynchus,Rhinobates leucorhynchus 
PEZ GUITARRA,Rhinobatos productus,Rhinobatos productus 
PEZ GUITARRA,Rhinobatos productus,Rhinobatis producta 
PEZ GUITARRA,Zapteryx exasperata,Zapteryx exasperata 
PEZ GUITARRA,Zapteryx exasperata,Trigonorhina alveata 
PEZ GUITARRA,Zapteryx exasperata,Platyrhina exasperata 
PEZ LEON,Pterois antennata,Pteropterus antennata
PEZ LEON,Pterois antennata,Pseudomonopterus antennatus
PEZ LEON,Pterois antennata,Scorpaena antennata
Pez luna,Mola mola,Aledon capensis 
Pez luna,Mola mola,Aledon storeri 
Pez luna,Mola mola,Orthragoriscus alexandrini
Pez luna,Mola mola,Orthragoriscus hispidus
Pez luna,Mola mola,Diodon carinatus
Pez luna,Mola mola,Orthragoriscus blochii 
Pez luna,Mola mola,Diodon mola 
Pez luna,Mola mola,Diplanchias nasus 
Pez luna,Mola mola,Mola aspera 
Pez luna,Mola mola,Orthragoriscus analis
Pez luna,Mola mola,Tympanomium planci 
Pez luna,Mola mola,Mola aculeata 
Pez luna,Mola mola,Orthragoriscus mola
Pez luna,Mola mola,Molacanthus pallasii
Pez luna,Mola mola,Orthragoriscus fasciatus 
Pez luna,Mola mola,Diodon nummularis 
Pez luna,Mola mola,Orthragoriscus ghini 
Pez luna,Mola mola,Orthragoriscus lunaris 
Pez luna,Mola mola,Tetraodon mola
Pez luna,Mola mola,Orthragoriscus retzii 
Pez luna,Mola mola,Orthragoriscus rondeletti 
Pez luna,Mola mola,Trematopsis willugbei 
Pez luna,Mola mola,Cephalus ortagoriscus 
Pez luna,Mola mola,Orthragoriscus redi 
Pez luna,Mola mola,Cephalus brevis
Pez luna,Mola mola,Mola hispida
Pez luna,Mola mola,Mola rotunda
Pez luna,Mola mola,Orthragoriscus elegans
Pez luna,Mola mola,Ozodura orsini 
Pez luna,Mola mola,Orthragus luna
Pez luna,Mola mola,Pedalion gigas 
Pez luna,Mola mola,Cephalus pallasianus
Pez luna,Mola mola,Acanthosoma carinatum
Pez luna,Mola mola,Pedalion capensis 
Pez luna,Mola mola,Pallasina pallasi 
Pez luna,Mola mola,Pallasina hispida
Pez luna,Mola mola,Orthragus mola 
Pez luna,Mola mola,Orthragoriscus rondeletii
Pez luna,Mola mola,Orthagoriscus analis
Pez mar,NA,NA
PEZ MARTILLO,Sphyrna lewini,Sphyrna lewini 
PEZ MARTILLO,Sphyrna lewini,Sphyrna diplana 
PEZ MARTILLO,Sphyrna lewini,Zygaena indica 
PEZ MARTILLO,Sphyrna lewini,Zygaena malleus 
PEZ MARTILLO,Sphyrna lewini,Zygaena lewini 
PEZ MARTILLO,Sphyrna lewini,Sphyrna leweni 
PEZ MARTILLO,Sphyrna lewini,Zygaena erythraea 
PEZ MARTILLO,Sphyrna lewini,Cestracion leeuwenii 
PEZ MARTILLO,Sphyrna lewini,Cestracion oceanica 
PEZ MARTILLO,Sphyrna lewini,Sphyrna mokarran 
PEZ MARTILLO,Sphyrna lewini,Sphyrna zygaena 
PEZ MARTILLO,Sphyrna media,Sphyrna media 
PEZ MARTILLO,Sphyrna media,Sphyrna nana 
PEZ MARTILLO,Sphyrna mokarran,Sphyrna mokarran 
PEZ MARTILLO,Sphyrna mokarran,Sphyrna mokorran 
PEZ MARTILLO,Sphyrna mokarran,Zygaena mokarran 
PEZ MARTILLO,Sphyrna mokarran,Sphyrna ligo 
PEZ MARTILLO,Sphyrna mokarran,Zygaena dissimilis 
PEZ MARTILLO,Sphyrna mokarran,Sphyrna lewini 
PEZ MARTILLO,Sphyrna mokarran,Sphyrna tudes 
PEZ MARTILLO,Sphyrna mokarran,Sphyrna zygaena 
PEZ MARTILLO,Sphyrna mokarran,Zygaena tudes 
PEZ MARTILLO,Sphyrna tiburo,Sphyrna tiburo 
PEZ MARTILLO,Sphyrna tiburo,Sphyrna vespertina 
PEZ MARTILLO,Sphyrna tiburo,Sphyrna tiburo tiburo
PEZ MARTILLO,Sphyrna tiburo,Squalus tiburo 
PEZ MARTILLO,Sphyrna zygaena,Sphyrna zygaena 
PEZ MARTILLO,Sphyrna zygaena,Zygaena vulgaris 
PEZ MARTILLO,Sphyrna zygaena,Spyrna zygaena 
PEZ MARTILLO,Sphyrna zygaena,Zygaena subarcuata 
PEZ MARTILLO,Sphyrna zygaena,Squalus carolinensis 
PEZ MARTILLO,Sphyrna zygaena,Sphyrna zigaena 
PEZ MARTILLO,Sphyrna zygaena,Squalus malleus 
PEZ MARTILLO,Sphyrna zygaena,Squalus zygaena 
PEZ MARTILLO,Sphyrna zygaena,Squalis pictus 
PEZ MARTILLO,Sphyrna zygaena,Sphyrna lewini 
PEZ MARTILLO,Sphyrna zygaena,Sphyrna mokarran 
PEZ MARTILLO,Sphyrna zygaena,Zygaena malleus 
PEZ PEINE,Pristis pectinata ,Pristis annandalei 
PEZ PEINE,Pristis pectinata ,Pristis woermanni
PEZ PEINE,Pristis pectinata ,Pristobatus occa
PEZ PEINE,Pristis pectinata ,Pristis pectinatus
PEZ PEINE,Pristis pectinata ,Pristis acutirostris
PEZ PEINE,Pristis pectinata ,Pristis serra 
PEZ PEINE,Pristis pectinata ,Pristis occa
PEZ PEINE,Pristis pectinata ,Pristis granulosa
PEZ PEINE,Pristis pectinata ,Pristis megalodon
PEZ PEINE,Pristis pectinata ,Pristis evermanni 
PEZ PEINE,Pristis pectinata ,Pristis leptodon
PEZ PEINE,Pristis pectinata ,Pristis clavata 
PEZ PEINE,Pristis pectinata ,Pristis zijsron
PEZ PEINE,Pristis pectinata ,Pristis antiquorum
PEZ PERRO,Lachnolaimus maximus,Lachnolaimus maximus
PEZ PERRO,Lachnolaimus maximus,Labrus maximus 
PEZ PIPA,Syngnathus affine,NA  
PEZ PUERCO,Balistes polylepis,Balistes polylepis 
PEZ PUERCO,Balistes polylepis,Balistes polylepis 
PEZ PUERCO,Balistes polylepis,Pseudobalistes polylepis 
PEZ SAPO,Alectis crinitus,Alectis crinitus
PEZ SAPO,Alectis crinitus,Alectes ciliaris
PEZ SAPO,Alectis crinitus,Alectis breviventralis
PEZ SAPO,Alectis crinitus,Alectis cilaris
PEZ SAPO,Alectis crinitus,Alectis cilliaris
PEZ SAPO,Alectis crinitus,Alectis temmincki
PEZ SAPO,Alectis crinitus,Scyris analis
PEZ SAPO,Alectis crinitus,Alectis indica
PEZ SAPO,Alectis crinitus,Blepharis sutor
PEZ SAPO,Alectis crinitus,Hynnis hopkinsi 
PEZ SAPO,Alectis crinitus,Blepharis indicus
PEZ SAPO,Alectis crinitus,Gallus virescens
PEZ SAPO,Alectis crinitus,Blepharis major
PEZ SAPO,Alectis crinitus,Blepharichthys crinitus
PEZ SAPO,Alectis crinitus,Carangoides ajax
PEZ SAPO,Alectis crinitus,Zeus crinitus 
PEZ SAPO,Alectis crinitus,Blepharis fasciatus 
PEZ SAPO,Alectis crinitus,Blepharis crinitus
PEZ SAPO,Alectis crinitus,Blepharis ciliaris
PEZ SAPO,Alectis crinitus,Hynnis cubensis
PEZ SAPO,Alectis crinitus,Zeus ciliaris 
PEZ SAPO,Alectis crinitus,Zeus gallus 
PEZ SAPO,Alectis crinitus,Selene gallus 
PEZ SEÑORITA,Albula vulpes,Albula goreensis
PEZ SEÑORITA,Albula vulpes,Albula conorynchus
PEZ SEÑORITA,Albula vulpes,Albula parrae 
PEZ SEÑORITA,Albula vulpes,Albula plumieri 
PEZ SEÑORITA,Albula vulpes,Albula rostrata 
PEZ SEÑORITA,Albula vulpes,Albula seminuda
PEZ SEÑORITA,Albula vulpes,Albula virgata
